"workload_type","n","mean_mode_switches","mean_mode_0_pct","mean_mode_1_pct","mean_mode_2_pct","mean_mode_3_pct"
"DIVERSE",30,1,19.3012931866435,79.0580968924918,1.44759698899826,0.193012931866435
"STABLE",30,1,19.3012931866435,79.0580968924918,1.44759698899826,0.193012931866435
"TEMPORAL",30,1,19.3012931866435,79.0580968924918,1.44759698899826,0.193012931866435
"TRANSITION",30,1,19.3012931866435,79.0580968924918,1.44759698899826,0.193012931866435
"VOLATILE",30,1,19.3012931866435,79.0580968924918,1.44759698899826,0.193012931866435
