timestamp,run_id,config_bits,L1_heat_tracking,L2_rolling_window,L3_linear_decay,L4_pipelining_metrics,L5_window_inference,L6_decay_inference,L7_adaptive_heartrate,replicate,L1_heat,L2_window,L3_decay,L4_pipeline,L5_win_inf,L6_decay_inf,L7_heartrate,total_lookups,cache_hits,cache_hit_pct,bucket_hits,bucket_hit_pct,cache_lat_ns,cache_lat_std,bucket_lat_ns,bucket_lat_std,ctx_pred_total,ctx_correct,ctx_acc_pct,cache_promos,cache_demos,win_diversity_pct,win_final_bytes,win_width,win_total_exec,win_var_q48,decay_slope,total_heat,hot_words,stale_words,stale_ratio,avg_heat,tick_count,tick_target_ns,infer_runs,early_exits,prefetch_acc_pct,prefetch_attempts,prefetch_hits,win_tune_checks,final_win_size,workload_ns_q48,runtime_ms,words_exec,dict_lookups,mem_bytes,speedup,ci_lower,ci_upper,cpu_temp_delta,cpu_freq_delta,decay_rate_q16,decay_min_ns,rolling_win_size,shrink_rate,demotion_thresh,hotwords_enabled,pipelining_enabled
2025-11-22 23:45:37,157,1000101,1,0,0,0,1,0,1,7,1,0,0,0,1,0,1,3991,1327,33.25,1945,48.73,32,1129,55,4873,0,0,0.00,12,0,0.00,4096,4096,0,0,0.333328,812,5,22,0.074576,2.752542,0,1000000,0,0,0.00,0,0,0,4096,144312303616,0,4501,4395,0,1.0000,0.000000,0.000000,0,2162688,1,1000,4096,75,10,1,1
2025-11-22 23:45:44,10,0010111,0,0,1,0,1,1,1,10,0,0,1,0,1,1,1,3991,0,0.00,3272,81.98,0,0,48,3183,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,155117092864,0,4501,4395,0,1.0000,0.000000,0.000000,0,-16384000,1,1000,4096,75,10,1,1
2025-11-22 23:45:50,187,0000011,0,0,0,0,0,1,1,7,0,0,0,0,0,1,1,3991,0,0.00,3272,81.98,0,0,40,2268,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,131751870464,0,4501,4395,0,1.0000,0.000000,0.000000,0,11403264,1,1000,4096,75,10,1,1
2025-11-22 23:45:57,197,0000011,0,0,0,0,0,1,1,17,0,0,0,0,0,1,1,3991,0,0.00,3272,81.98,0,0,53,3710,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,175804448768,0,4501,4395,0,1.0000,0.000000,0.000000,0,-40763392,1,1000,4096,75,10,1,1
2025-11-22 23:46:03,13,0010111,0,0,1,0,1,1,1,13,0,0,1,0,1,1,1,3991,0,0.00,3272,81.98,0,0,39,2244,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,125197942784,0,4501,4395,0,1.0000,0.000000,0.000000,0,524288,1,1000,4096,75,10,1,1
2025-11-22 23:46:10,151,1000101,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,3991,1327,33.25,1945,48.73,40,1772,73,7118,0,0,0.00,12,0,0.00,4096,4096,0,0,0.333328,812,5,22,0.074576,2.752542,0,1000000,0,0,0.00,0,0,0,4096,186098515968,0,4501,4395,0,1.0000,0.000000,0.000000,0,-24838144,1,1000,4096,75,10,1,1
2025-11-22 23:46:17,127,0100101,0,1,0,0,1,0,1,7,0,1,0,0,1,0,1,3991,0,0.00,3272,81.98,0,0,39,1990,0,0,0.00,0,0,0.00,4096,4096,1630,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,130697723904,0,4501,4395,0,1.0000,0.000000,0.000000,0,-12386304,1,1000,4096,75,10,1,1
2025-11-22 23:46:23,100,0110111,0,1,1,0,1,1,1,10,0,1,1,0,1,1,1,3991,0,0.00,3272,81.98,0,0,39,2014,0,0,0.00,0,0,0.00,4096,4096,1630,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,130917269504,0,4501,4395,0,1.0000,0.000000,0.000000,0,1048576,1,1000,4096,75,10,1,1
2025-11-22 23:46:30,201,0000011,0,0,0,0,0,1,1,21,0,0,0,0,0,1,1,3991,0,0.00,3272,81.98,0,0,41,2184,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,136264417280,0,4501,4395,0,1.0000,0.000000,0.000000,0,-11993088,1,1000,4096,75,10,1,1
2025-11-22 23:46:37,43,0100100,0,1,0,0,1,0,0,13,0,1,0,0,1,0,0,3991,0,0.00,3272,81.98,0,0,37,1868,0,0,0.00,0,0,0.00,4096,4096,1630,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,123436466176,0,4501,4395,0,1.0000,0.000000,0.000000,0,-3735552,1,1000,4096,75,10,1,1
