tick_number,elapsed_ns,tick_interval_ns,cache_hits_delta,bucket_hits_delta,word_executions_delta,hot_word_count,avg_word_heat,window_width,prefetch_hits_delta,jitter_ns,l8_mode,K_approx,K_deviation
0,523193,0,0,0,0,0,0.000000,1536,0,0,0,1.000000,0.000000
1,50027751,49504558,1477,1929,66882,0,0.000000,1536,56329,48504558,0,1.000000,0.000000
2,51108725,1080974,0,0,1616,0,0.000000,1536,1422,80974,0,1.000000,0.000000
3,52174466,1065741,0,0,1594,0,0.000000,1536,1452,65741,0,1.000000,0.000000
4,53236944,1062478,0,0,1533,0,0.000000,1536,1331,62478,0,1.000000,0.000000
5,54305194,1068250,0,0,1461,0,0.000000,1536,1327,68250,4,1.000000,0.000000
6,55376249,1071055,0,0,1440,0,0.000000,1536,1276,71055,4,1.000000,0.000000
7,56447717,1071468,0,0,1484,0,0.000000,1536,1312,71468,4,1.000000,0.000000
8,57559570,1111853,0,0,1645,0,0.000000,1536,1470,111853,4,1.000000,0.000000
9,58630213,1070643,0,0,1405,0,0.000000,1536,1244,70643,4,1.000000,0.000000
10,59694567,1064354,0,0,1450,0,0.000000,1536,1323,64354,4,1.000000,0.000000
11,60784334,1089767,0,0,1538,0,0.000000,1536,1329,89767,4,1.000000,0.000000
12,61853677,1069343,0,0,1457,0,0.000000,1536,1345,69343,4,1.000000,0.000000
13,62919947,1066270,0,0,1517,0,0.000000,1536,1308,66270,4,1.000000,0.000000
14,63983043,1063096,0,0,1513,0,0.000000,1536,1386,63096,4,1.000000,0.000000
15,65045493,1062450,0,0,1567,0,0.000000,1536,1359,62450,4,1.000000,0.000000
16,66104764,1059271,0,0,1631,0,0.000000,1536,1494,59271,4,1.000000,0.000000
17,67163002,1058238,0,0,1640,0,0.000000,1536,1425,58238,4,1.000000,0.000000
18,68221515,1058513,0,0,1604,0,0.000000,1536,1451,58513,4,1.000000,0.000000
19,69286327,1064812,0,0,1642,0,0.000000,1536,1459,64812,4,1.000000,0.000000
20,70350605,1064278,0,0,1516,0,0.000000,1536,1346,64278,4,1.000000,0.000000
21,71438268,1087663,0,0,1731,0,0.000000,1536,1565,87663,4,1.000000,0.000000
22,72502903,1064635,0,0,1534,0,0.000000,1536,1328,64635,4,1.000000,0.000000
23,73573864,1070961,0,0,1443,0,0.000000,1536,1313,70961,4,1.000000,0.000000
24,74779593,1205729,0,0,1549,0,0.000000,1536,1361,205729,4,1.000000,0.000000
25,75848866,1069273,0,0,1403,0,0.000000,1536,1255,69273,4,1.000000,0.000000
26,77012058,1163192,0,0,1701,0,0.000000,1536,1509,163192,4,1.000000,0.000000
27,78080973,1068915,0,0,1408,0,0.000000,1536,1264,68915,4,1.000000,0.000000
28,79145944,1064971,0,0,1380,0,0.000000,1536,1250,64971,4,1.000000,0.000000
29,80211720,1065776,0,0,1477,0,0.000000,1536,1271,65776,4,1.000000,0.000000
30,81281107,1069387,0,0,1486,0,0.000000,1536,1374,69387,4,1.000000,0.000000
