timestamp,configuration,run_number,total_lookups,cache_hits,cache_hit_percent,bucket_hits,bucket_hit_percent,misses,miss_percent,cache_hit_latency_ns,cache_hit_stddev_ns,cache_hit_min_ns,cache_hit_max_ns,bucket_search_latency_ns,bucket_search_stddev_ns,bucket_search_min_ns,bucket_search_max_ns,context_predictions_total,context_correct,context_accuracy_percent,window_diversity_percent,window_final_size_bytes,total_runtime_ms,memory_allocated_bytes,speedup_vs_baseline,ci_lower_95,ci_upper_95
STANDARD,B_CACHE,973,Iterations:,17389,17.39,82611,82.61,0,0.00,28.564,0.000,19.000,169.000,36.233,0.000,22.000,145498.000,0,0,0,0,0,6.27,0,1.268,0,0
STANDARD,A_BASELINE,974,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,1.0,0,0
STANDARD,A_BASELINE,975,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,1.0,0,0
STANDARD,A_BASELINE,976,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,0,1.0,0,0
STANDARD,C_FULL,977,Iterations:,17389,17.39,82611,82.61,0,0.00,27.767,0.000,17.000,145.000,33.603,0.000,21.000,15776.000,0,0,0,0,0,5.96,0,1.210,0,0
STANDARD,B_CACHE,978,Iterations:,17389,17.39,82611,82.61,0,0.00,28.409,0.000,19.000,663.000,33.551,0.000,22.000,7104.000,0,0,0,0,0,6.08,0,1.180,0,0
STANDARD,A_BASELINE,979,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60,0,1.0,0,0
STANDARD,C_FULL,980,Iterations:,17389,17.39,82611,82.61,0,0.00,29.616,0.000,21.000,138.000,36.199,0.000,26.000,11925.000,0,0,0,0,0,6.42,0,1.222,0,0
STANDARD,A_BASELINE,981,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,1.0,0,0
STANDARD,A_BASELINE,982,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,1.0,0,0
STANDARD,B_CACHE,983,Iterations:,17389,17.39,82611,82.61,0,0.00,32.909,0.000,22.000,15966.000,35.836,0.000,27.000,4005.000,0,0,0,0,0,6.49,0,1.088,0,0
STANDARD,A_BASELINE,984,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,1.0,0,0
STANDARD,A_BASELINE,985,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90,0,1.0,0,0
STANDARD,A_BASELINE,986,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,1.0,0,0
STANDARD,C_FULL,987,Iterations:,17389,17.39,82611,82.61,0,0.00,28.585,0.000,21.000,114.000,34.259,0.000,26.000,11527.000,0,0,0,0,0,6.14,0,1.198,0,0
STANDARD,B_CACHE,988,Iterations:,17389,17.39,82611,82.61,0,0.00,30.005,0.000,22.000,109.000,34.613,0.000,26.000,6643.000,0,0,0,0,0,6.44,0,1.153,0,0
STANDARD,A_BASELINE,989,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,1.0,0,0
STANDARD,C_FULL,990,Iterations:,17389,17.39,82611,82.61,0,0.00,31.248,0.000,21.000,6955.000,37.729,0.000,26.000,49037.000,0,0,0,0,0,6.63,0,1.207,0,0
STANDARD,C_FULL,991,Iterations:,17389,17.39,82611,82.61,0,0.00,31.565,0.000,21.000,175.000,36.889,0.000,26.000,7489.000,0,0,0,0,0,6.53,0,1.168,0,0
STANDARD,B_CACHE,992,Iterations:,17389,17.39,82611,82.61,0,0.00,33.858,0.000,21.000,78930.000,34.847,0.000,26.000,4058.000,0,0,0,0,0,6.25,0,1.029,0,0
STANDARD,A_BASELINE,993,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20,0,1.0,0,0
STANDARD,B_CACHE,994,Iterations:,17389,17.39,82611,82.61,0,0.00,32.700,0.000,21.000,22926.000,35.611,0.000,26.000,18968.000,0,0,0,0,0,6.38,0,1.089,0,0
STANDARD,C_FULL,995,Iterations:,17389,17.39,82611,82.61,0,0.00,30.011,0.000,21.000,4796.000,34.955,0.000,26.000,10604.000,0,0,0,0,0,6.38,0,1.164,0,0
STANDARD,C_FULL,996,Iterations:,17389,17.39,82611,82.61,0,0.00,29.835,0.000,21.000,189.000,35.181,0.000,26.000,6539.000,0,0,0,0,0,6.34,0,1.179,0,0
STANDARD,A_BASELINE,997,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,1.0,0,0
STANDARD,C_FULL,998,Iterations:,17389,17.39,82611,82.61,0,0.00,27.533,0.000,19.000,2252.000,34.060,0.000,22.000,3809.000,0,0,0,0,0,6.03,0,1.237,0,0
