"config_bits","config_decimal","L1_heat_tracking","L2_rolling_window","L3_linear_decay","L4_pipelining_metrics","L5_window_inference","L6_decay_inference","L7_adaptive_heartrate","n_reps","mean_ns","sd_ns","se_ns","min_ns","max_ns","cv_pct","rank","is_best","is_worst","L1234","L567","speed_norm","stability_norm","optimality_score","steady_state_score","optimality_rank","optimality_percentile","is_top5pct"
"0100100",163,"0","1","0","0","1","0","0",300,32304223.3791957,7587553.48562899,438067.604741858,25004714.0599867,121714737.59609,23.4878065216558,23,FALSE,FALSE,"0100","100",0.0255222072716274,0.740066082509041,0.740506036129548,0.454248532414076,96,25.78125,FALSE
"1011000",215,"1","0","1","1","0","0","0",300,49160858.2074383,9307728.33003371,537381.945688887,39199686.4412353,125783997.56854,18.9332096090735,89,FALSE,FALSE,"1011","000",0.629914781261149,0.393159385462583,0.742540863541258,0.48786154378201,97,25,FALSE
"0111101",188,"0","1","1","1","1","0","1",300,49515733.9244672,9276285.64097838,535566.601189872,38547413.2290602,114571022.389691,18.7340162525486,95,FALSE,FALSE,"0111","101",0.642638806563166,0.377987568787705,0.745559680950473,0.483848063897889,98,24.21875,FALSE
"0101001",168,"0","1","0","1","0","0","1",300,49321253.7210872,9388956.25556972,542071.64215628,39090440.3608087,143883450.781604,19.0363292641839,93,FALSE,FALSE,"0101","001",0.63566574272756,0.401013625835887,0.751586897559707,0.494874472592556,99,23.4375,FALSE
"0011001",152,"0","0","1","1","0","0","1",300,52359744.382398,8658439.34030832,499895.228388905,41899854.0910909,123387223.305043,16.5364431061261,113,FALSE,FALSE,"0011","001",0.744610452661947,0.210606600422017,0.773821598532083,0.424208141317989,100,22.65625,FALSE
"1101011",234,"1","1","0","1","0","1","1",300,51875014.1507872,9086875.77507363,524631.017483145,40804335.6196401,92663157.3357032,17.5168641856375,109,FALSE,FALSE,"1101","011",0.727230509668645,0.285281625443095,0.781184882091539,0.462061179133315,101,21.875,FALSE
"0001110",141,"0","0","0","1","1","1","0",300,51713682.9909798,9213089.23766245,531917.955143246,41400842.8064874,106181482.529216,17.8155735673853,108,FALSE,FALSE,"0001","110",0.721446000723991,0.308033207413537,0.784454452999097,0.473398324737719,102,21.09375,FALSE
"0111100",187,"0","1","1","1","1","0","0",300,49186520.285969,9880750.82615629,570465.414927695,38879854.453677,152716148.539436,20.0883306416268,90,FALSE,FALSE,"0111","100",0.63083489193894,0.481140655766646,0.793378214673917,0.541018350235563,103,20.3125,FALSE
"0011100",155,"0","0","1","1","1","0","0",300,52243239.0117989,9237712.10653801,533339.557140599,41646344.3608087,105495735.141524,17.6821197943943,111,FALSE,FALSE,"0011","100",0.740433166890647,0.297868530168704,0.798102083631272,0.474894384857481,104,19.53125,FALSE
"0001100",139,"0","0","0","1","1","0","0",300,52651244.1228882,9042727.44124271,522082.11224099,42235891.7147301,98809548.8682515,17.1747649877692,116,FALSE,FALSE,"0001","100",0.755062140099406,0.259225202652558,0.798321076448414,0.457559977631297,105,18.75,FALSE
"0001010",137,"0","0","0","1","0","1","0",300,52520369.2210857,9289952.24852793,536355.643144637,41355210.7638303,121608447.260609,17.6882843481577,115,FALSE,FALSE,"0001","010",0.750369636549496,0.298338061287674,0.807502439790933,0.479150691392403,106,17.96875,FALSE
"0111110",189,"0","1","1","1","1","1","0",300,49236791.5862964,10029172.22426,579034.528342564,39625823.3245945,154643177.761386,20.3692643268237,92,FALSE,FALSE,"0111","110",0.632637363245475,0.502538329082485,0.807944803542422,0.554577942747681,107,17.1875,FALSE
"0001001",136,"0","0","0","1","0","0","1",300,52278868.9397497,10103907.9176948,583349.39561483,41156753.6031993,156960408.997112,19.3269443708497,112,FALSE,FALSE,"0001","001",0.741710673586656,0.423148696995908,0.85392595878197,0.550573487632207,108,16.40625,FALSE
"0011111",158,"0","0","1","1","1","1","1",300,52104332.4919203,10627806.0446834,613596.668079308,41933459.3094868,144410359.639191,20.3971637988672,110,FALSE,FALSE,"0011","111",0.735452690659848,0.504663328041055,0.891950522657106,0.596979073088572,109,15.625,FALSE
"1001011",202,"1","0","0","1","0","1","1",300,56229907.4622943,9046842.47170161,522319.693635306,45576320.3128194,100808375.027772,16.0890225148745,117,FALSE,FALSE,"1001","011",0.883374675144757,0.176528239047621,0.900840183311313,0.459266813486476,110,14.84375,FALSE
"1011001",216,"1","0","1","1","0","0","1",300,56439978.0797038,8979503.80026583,518431.893627274,45034050.3177072,100803788.526994,15.9098286459025,119,FALSE,FALSE,"1011","001",0.890906731362939,0.162879708912211,0.905673563467059,0.454090517892502,111,14.0625,FALSE
"1111111",254,"1","1","1","1","1","1","1",300,50146187.2838688,11060798.3874697,638595.492645779,39045288.8087092,148319208.566985,22.0571074025158,97,FALSE,FALSE,"1111","111",0.66524363442778,0.631095054904597,0.916967862834744,0.64475448671387,112,13.28125,FALSE
"1001110",205,"1","0","0","1","1","1","0",300,56660615.7522328,9365909.41474448,540741.032180837,45064859.9546767,110862406.98156,16.5298405080877,121,FALSE,FALSE,"1001","110",0.898817668046189,0.210103705100781,0.923047543352489,0.485589290278944,113,12.5,FALSE
"1001000",199,"1","0","0","1","0","0","0",300,56438137.072852,9741123.30727665,562404.016366551,44704404.6745168,116976809.491224,17.2598243182664,118,FALSE,FALSE,"1001","000",0.8908407222881,0.265703855310986,0.929621283756942,0.515758602101832,114,11.71875,FALSE
"1011010",217,"1","0","1","1","0","1","0",300,56893947.4514167,9973721.73934883,575833.093103547,44700458.827816,132587904.028438,17.5303739433191,122,FALSE,FALSE,"1011","010",0.907183747497991,0.28631061340958,0.95129181594055,0.534659867044944,115,10.9375,FALSE
"1111011",250,"1","1","1","1","0","1","1",300,57957557.0302777,8965633.91803449,517631.115603285,46810074.4616752,95911273.5054432,15.4693095731256,125,FALSE,FALSE,"1111","011",0.945319338476723,0.129327010516258,0.954124796526713,0.455723941700444,116,10.15625,FALSE
"1111110",253,"1","1","1","1","1","1","0",300,58056360.7889921,8849371.89828374,510918.724763323,47014865.3614752,112966751.779605,15.2427258236993,126,FALSE,FALSE,"1111","110",0.948861935125324,0.112068969546543,0.955457181596851,0.446786155778055,117,9.375,FALSE
"1011100",219,"1","0","1","1","1","0","0",300,56451744.8566511,10351959.6653913,597670.669945383,44676667.2650522,146069114.966452,18.3377142578644,120,FALSE,FALSE,"1011","100",0.891328627706973,0.347802720677651,0.956782867259219,0.56521308348938,118,8.59375,FALSE
"1111101",252,"1","1","1","1","1","0","1",300,58233835.4608487,8514695.89477103,491596.196691385,46878522.525661,97312471.3334814,14.6215612064494,127,FALSE,FALSE,"1111","101",0.955225267714201,0.0647571722946271,0.957417778946716,0.420944410462457,119,7.8125,FALSE
"1010100",211,"1","0","1","0","1","0","0",300,34944022.6807317,9210758.45239561,531783.387193122,26965377.6209731,154515978.806487,26.3586094152648,60,FALSE,FALSE,"1010","100",0.120171887408134,0.958724455315227,0.966226610968002,0.623303428152389,120,7.03125,FALSE
"1011011",218,"1","0","1","1","0","1","1",300,57173982.9298734,10362356.1814544,598270.913080151,45546733.7427238,143186899.636525,18.1242510149492,123,FALSE,FALSE,"1011","011",0.917224385226538,0.331544019861349,0.975306110900585,0.565816166007425,121,6.25,FALSE
"1101111",238,"1","1","0","1","1","1","1",300,51302129.8211301,11737359.1695571,677656.747611909,40641638.6047545,132472178.605643,22.8788925732333,106,FALSE,FALSE,"1101","111",0.706689812303617,0.693687373111246,0.990258886568407,0.698888348788194,122,5.46875,FALSE
"0000001",128,"0","0","0","0","0","0","1",300,32426172.9019507,8722810.11504535,503611.676801142,25120992.7749389,116474493.013997,26.900523047913,28,FALSE,FALSE,"0000","001",0.0298946924506479,1,1.00044674652713,0.611957876980259,123,4.6875,FALSE
"0011010",153,"0","0","1","1","0","1","0",300,52426854.2073791,12333567.2240616,712078.835688031,42204004.6140858,208366783.331704,23.5252856775939,114,FALSE,FALSE,"0011","010",0.747016667204387,0.742920730339384,1.05354881835117,0.744559105085385,124,3.90625,FALSE
"1111100",251,"1","1","1","1","1","0","0",300,59482612.074188,10796038.7603915,623309.588449367,48195547.1441902,151418663.870251,18.1499069794152,128,FALSE,TRUE,"1111","100",1,0.333498139196885,1.05414468117417,0.600098883518131,125,3.125,FALSE
"0111011",186,"0","1","1","1","0","1","1",300,50433431.2855158,12764357.9467252,736950.549657453,38914915.7040658,155691535.356587,25.3093188810872,99,FALSE,FALSE,"0111","011",0.675542732871061,0.878803900227668,1.10844678672017,0.797499433285025,126,2.34375,FALSE
"0101110",173,"0","1","0","1","1","1","0",300,50272141.962361,12920664.6517985,745974.921482474,39354069.5134415,177087677.966674,25.7014404945631,98,FALSE,FALSE,"0101","110",0.669759723974453,0.908670344258238,1.12883120190431,0.813106096144724,127,1.5625,FALSE
"1001101",204,"1","0","0","1","1","0","1",300,57312214.675992,12948194.3359557,747564.348538362,45178241.1659631,182478971.307709,22.5923817621721,124,FALSE,FALSE,"1001","101",0.92218066752695,0.671864910873416,1.14097311187573,0.771991213534829,128,0.78125,FALSE
