"config_bits","config_decimal","L1_heat_tracking","L2_rolling_window","L3_linear_decay","L4_pipelining_metrics","L5_window_inference","L6_decay_inference","L7_adaptive_heartrate","n_reps","mean_ns","sd_ns","se_ns","min_ns","max_ns","cv_pct","rank","is_best","is_worst"
"1100110",229,"1","1","0","0","1","1","0",300,34375984.7535629,5903600.08348922,340844.50973904,27219134.8766941,86639057.9302377,17.1736173547067,44,FALSE,FALSE
"1100111",230,"1","1","0","0","1","1","1",300,34143307.443691,5222022.81717026,301493.627920762,27167853.4299045,55297881.9213508,15.2944257839765,33,FALSE,FALSE
"1101000",231,"1","1","0","1","0","0","0",300,50871749.4781308,7803037.03722696,450508.55339396,40129814.2386136,82895454.073317,15.3386449596773,101,FALSE,FALSE
"1101001",232,"1","1","0","1","0","0","1",300,51017563.9961964,8372866.77237515,483407.688491967,40506795.4818929,91438750.9122417,16.4117337570241,104,FALSE,FALSE
"1101010",233,"1","1","0","1","0","1","0",300,51036642.4319336,8669452.90498161,500531.096841791,39975722.372806,121101063.792046,16.9867226601825,105,FALSE,FALSE
"1101011",234,"1","1","0","1","0","1","1",300,51875014.1507872,9086875.77507363,524631.017483145,40804335.6196401,92663157.3357032,17.5168641856375,109,FALSE,FALSE
"1101100",235,"1","1","0","1","1","0","0",300,50686082.3937318,8093378.80210437,467271.443004857,40471879.8347034,91184891.7342813,15.9676550640364,100,FALSE,FALSE
"1101101",236,"1","1","0","1","1","0","1",300,50901872.7901533,8739307.6340101,504564.161502668,40195714.2466119,137125278.286603,17.1689314262336,102,FALSE,FALSE
"1101110",237,"1","1","0","1","1","1","0",300,50993278.2561742,8450197.78540477,487872.396610903,41272202.3799156,97714321.6031993,16.571199331319,103,FALSE,FALSE
"1101111",238,"1","1","0","1","1","1","1",300,51302129.8211301,11737359.1695571,677656.747611909,40641638.6047545,132472178.605643,22.8788925732333,106,FALSE,FALSE
"1110000",239,"1","1","1","0","0","0","0",300,34872786.6066859,6225367.18239205,359421.741855831,27121653.5347701,71357099.4250167,17.8516481995118,59,FALSE,FALSE
"1110001",240,"1","1","1","0","0","0","1",300,34380977.2445945,5557517.25311034,320863.408210925,26778728.8798045,57186792.2257276,16.1645121765238,45,FALSE,FALSE
"1110010",241,"1","1","1","0","0","1","0",300,35140240.8524328,7288304.69008182,420790.467475475,27350745.6085314,97280744.3963564,20.7406224695163,62,FALSE,FALSE
"1110011",242,"1","1","1","0","0","1","1",300,34626847.7574228,6253126.13697318,361024.405845815,27247338.2163964,94140476.5163297,18.0586063761254,53,FALSE,FALSE
"1110100",243,"1","1","1","0","1","0","0",300,34295660.6616959,5234665.85904847,302223.574283938,27043828.6247501,62529221.1330815,15.263347484934,36,FALSE,FALSE
"1110101",244,"1","1","1","0","1","0","1",300,34430858.0371414,6611007.62037508,381686.702923822,26910150.3274828,77468473.388136,19.2008215805823,48,FALSE,FALSE
"1110110",245,"1","1","1","0","1","1","0",300,35094248.1991854,7958005.96679251,459455.688714031,27522804.9091313,104384273.119751,22.6760975805068,61,FALSE,FALSE
"1110111",246,"1","1","1","0","1","1","1",300,34604595.6087506,5354623.18817928,309149.313910432,27514272.561653,57072828.6016441,15.4737343233834,51,FALSE,FALSE
"1111000",247,"1","1","1","1","0","0","0",300,48851755.3798948,9070399.96310591,523679.786035677,38590016.7251722,124688289.81293,18.5671935277865,82,FALSE,FALSE
"1111001",248,"1","1","1","1","0","0","1",300,49097170.0576405,7392705.6265321,426818.058351797,39810317.1384137,71980324.7989336,15.0572947847157,88,FALSE,FALSE
"1111010",249,"1","1","1","1","0","1","0",300,49369194.0112627,8137060.38283881,469793.400244422,38987251.3734726,83701469.7036214,16.4820604139952,94,FALSE,FALSE
"1111011",250,"1","1","1","1","0","1","1",300,57957557.0302777,8965633.91803449,517631.115603285,46810074.4616752,95911273.5054432,15.4693095731256,125,FALSE,FALSE
"1111100",251,"1","1","1","1","1","0","0",300,59482612.074188,10796038.7603915,623309.588449367,48195547.1441902,151418663.870251,18.1499069794152,128,FALSE,TRUE
"1111101",252,"1","1","1","1","1","0","1",300,58233835.4608487,8514695.89477103,491596.196691385,46878522.525661,97312471.3334814,14.6215612064494,127,FALSE,FALSE
"1111110",253,"1","1","1","1","1","1","0",300,58056360.7889921,8849371.89828374,510918.724763323,47014865.3614752,112966751.779605,15.2427258236993,126,FALSE,FALSE
"1111111",254,"1","1","1","1","1","1","1",300,50146187.2838688,11060798.3874697,638595.492645779,39045288.8087092,148319208.566985,22.0571074025158,97,FALSE,FALSE
