timestamp,run_id,L1_heat_tracking,L2_rolling_window,L3_linear_decay,L4_pipelining_metrics,L5_window_inference,L6_decay_inference,L7_adaptive_heartrate,replicate,L1_heat,L2_window,L3_decay,L4_pipeline,L5_win_inf,L6_decay_inf,L7_heartrate,total_lookups,cache_hits,cache_hit_pct,bucket_hits,bucket_hit_pct,cache_lat_ns,cache_lat_std,bucket_lat_ns,bucket_lat_std,ctx_pred_total,ctx_correct,ctx_acc_pct,cache_promos,cache_demos,win_diversity_pct,win_final_bytes,win_width,win_total_exec,win_var_q48,decay_slope,total_heat,hot_words,stale_words,stale_ratio,avg_heat,tick_count,tick_target_ns,infer_runs,early_exits,prefetch_acc_pct,prefetch_attempts,prefetch_hits,win_tune_checks,final_win_size,workload_ns_q48,runtime_ms,words_exec,dict_lookups,mem_bytes,speedup,ci_lower,ci_upper,cpu_temp_delta,cpu_freq_delta,decay_rate_q16,decay_min_ns,rolling_win_size,shrink_rate,demotion_thresh,hotwords_enabled,pipelining_enabled
2025-11-22 10:52:50,2202,1,0,0,1,0,0,1,12,1,0,0,1,0,0,1,3991,1429,35.81,1843,46.18,36,1562,62,5432,851,752,88.37,19,0,0.00,4096,4096,0,0,0.333328,785,10,20,0.070175,2.754386,0,1000000,0,0,88.37,851,752,0,4096,250655539200,0,4501,4395,0,1.0000,0.000000,0.000000,0,1703936,1,1000,4096,75,10,1,1
2025-11-22 10:52:57,1713,0,1,1,1,0,0,1,3,0,1,1,1,0,0,1,3991,294,7.37,2978,74.62,38,1639,82,3855072,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,208139386880,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:53:03,649,0,0,1,0,1,0,1,19,0,0,1,0,1,0,1,3991,0,0.00,3272,81.98,0,0,39,2087,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,129439563776,0,4501,4395,0,1.0000,0.000000,0.000000,0,-2490368,1,1000,4096,75,10,1,1
2025-11-22 10:53:10,1176,0,1,0,0,1,1,1,6,0,1,0,0,1,1,1,3991,0,0.00,3272,81.98,0,0,43,2611,0,0,0.00,0,0,0.00,4096,4096,1630,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,142819590144,0,4501,4395,0,1.0000,0.000000,0.000000,0,4521984,1,1000,4096,75,10,1,1
2025-11-22 10:53:17,511,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,3991,0,0.00,3272,81.98,0,0,41,26757,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,129105723392,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:53:24,3683,1,1,1,1,0,1,0,23,1,1,1,1,0,1,0,3991,1250,31.32,2022,50.66,31,1118,52,3728,851,752,88.37,14,0,0.00,4096,4096,1630,0,0.333328,496,6,25,0.087719,1.740351,0,1000000,0,0,88.37,851,752,0,4096,237744291840,0,4501,4395,0,1.0000,0.000000,0.000000,0,6160384,1,1000,4096,75,10,1,1
2025-11-22 10:53:31,1844,0,1,1,1,1,0,1,14,0,1,1,1,1,0,1,3991,294,7.37,2978,74.62,54,3374,57,4540,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,261959647232,0,4501,4395,0,1.0000,0.000000,0.000000,0,-49283072,1,1000,4096,75,10,1,1
2025-11-22 10:53:37,1553,0,1,1,0,0,1,1,23,0,1,1,0,0,1,1,3991,0,0.00,3272,81.98,0,0,100,11526704,0,0,0.00,0,0,0.00,4096,4096,1630,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,144875716608,0,4501,4395,0,1.0000,0.000000,0.000000,0,65536,1,1000,4096,75,10,1,1
2025-11-22 10:53:45,1837,0,1,1,1,1,0,1,7,0,1,1,1,1,0,1,3991,294,7.37,2978,74.62,33,1224,40,2136,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,177253122048,0,4501,4395,0,1.0000,0.000000,0.000000,0,589824,1,1000,4096,75,10,1,1
2025-11-22 10:53:51,1164,0,1,0,0,1,1,0,24,0,1,0,0,1,1,0,3991,0,0.00,3272,81.98,0,0,47,3611,0,0,0.00,0,0,0.00,4096,4096,1630,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,152422514688,0,4501,4395,0,1.0000,0.000000,0.000000,0,-61014016,1,1000,4096,75,10,1,1
2025-11-22 10:53:59,1408,0,1,0,1,1,1,0,28,0,1,0,1,1,1,0,3991,294,7.37,2978,74.62,36,1477,43,2648,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,193435009024,0,4501,4395,0,1.0000,0.000000,0.000000,0,20709376,1,1000,4096,75,10,1,1
2025-11-22 10:54:06,504,0,0,1,0,0,0,0,24,0,0,1,0,0,0,0,3991,0,0.00,3272,81.98,0,0,42,2562,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,134615269376,0,4501,4395,0,1.0000,0.000000,0.000000,0,983040,1,1000,4096,75,10,1,1
2025-11-22 10:54:13,2918,1,1,0,0,0,0,1,8,1,1,0,0,0,0,1,3991,1327,33.25,1945,48.73,30,1083,53,3720,0,0,0.00,12,0,0.00,4096,4096,1630,0,0.333328,812,5,22,0.077193,2.849123,0,1000000,0,0,0.00,0,0,0,4096,133583798272,0,4501,4395,0,1.0000,0.000000,0.000000,0,12320768,1,1000,4096,75,10,1,1
2025-11-22 10:54:20,114,0,0,0,0,0,1,1,24,0,0,0,0,0,1,1,3991,0,0.00,3272,81.98,0,0,40,2215,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,128454688768,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:54:27,303,0,0,0,1,0,1,0,3,0,0,0,1,0,1,0,3991,294,7.37,2978,74.62,36,1471,43,2704,851,752,88.37,13,0,0.00,4096,4096,0,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,202304520192,0,4501,4395,0,1.0000,0.000000,0.000000,0,-1441792,1,1000,4096,75,10,1,1
2025-11-22 10:54:34,2033,1,0,0,0,0,1,1,23,1,0,0,0,0,1,1,3991,1327,33.25,1945,48.73,37,52028,53,3834,0,0,0.00,12,0,0.00,4096,4096,0,0,0.333328,812,5,22,0.077193,2.849123,0,1000000,0,0,0.00,0,0,0,4096,137851305984,0,4501,4395,0,1.0000,0.000000,0.000000,0,-20774912,1,1000,4096,75,10,1,1
2025-11-22 10:54:40,2432,1,0,1,0,0,0,1,2,1,0,1,0,0,0,1,3991,1085,27.19,2187,54.80,31,1076,54,3942,0,0,0.00,7,0,0.00,4096,4096,0,0,0.333328,611,5,27,0.094737,2.143860,0,1000000,0,0,0.00,0,0,0,4096,154207977472,0,4501,4395,0,1.0000,0.000000,0.000000,0,-28377088,1,1000,4096,75,10,1,1
2025-11-22 10:54:47,1458,0,1,1,0,0,0,0,18,0,1,1,0,0,0,0,3991,0,0.00,3272,81.98,0,0,38,1875,0,0,0.00,0,0,0.00,4096,4096,1630,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,127804571648,0,4501,4395,0,1.0000,0.000000,0.000000,0,4653056,1,1000,4096,75,10,1,1
2025-11-22 10:54:54,3203,1,1,0,1,0,1,0,23,1,1,0,1,0,1,0,3991,1429,35.81,1843,46.18,35,1446,57,4793,851,752,88.37,19,0,0.00,4096,4096,1630,0,0.333328,785,10,20,0.070175,2.754386,0,1000000,0,0,88.37,851,752,0,4096,210739068928,0,4501,4395,0,1.0000,0.000000,0.000000,0,2162688,1,1000,4096,75,10,1,1
2025-11-22 10:55:02,993,0,1,0,0,0,0,1,3,0,1,0,0,0,0,1,3991,0,0.00,3272,81.98,0,0,48,3271,0,0,0.00,0,0,0.00,4096,4096,1630,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,157719789568,0,4501,4395,0,1.0000,0.000000,0.000000,0,-57671680,1,1000,4096,75,10,1,1
2025-11-22 10:55:10,228,0,0,0,0,1,1,1,18,0,0,0,0,1,1,1,3991,0,0.00,3272,81.98,0,0,57,645656,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,143047131136,0,4501,4395,0,1.0000,0.000000,0.000000,0,-9830400,1,1000,4096,75,10,1,1
2025-11-22 10:55:17,1422,0,1,0,1,1,1,1,12,0,1,0,1,1,1,1,3991,294,7.37,2978,74.62,40,1762,52,8380,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,215788814336,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:55:24,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,3991,0,0.00,3272,81.98,0,0,62,304981,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,175503769600,0,4501,4395,0,1.0000,0.000000,0.000000,0,-29163520,1,1000,4096,75,10,1,1
2025-11-22 10:55:31,3302,1,1,0,1,1,1,0,2,1,1,0,1,1,1,0,3991,1429,35.81,1843,46.18,46,2580,81,13337,851,752,88.37,19,0,0.00,4096,4096,1630,0,0.333328,785,10,20,0.070175,2.754386,0,1000000,0,0,88.37,851,752,0,4096,263110459392,0,4501,4395,0,1.0000,0.000000,0.000000,0,-50397184,1,1000,4096,75,10,1,1
2025-11-22 10:55:38,208,0,0,0,0,1,1,0,28,0,0,0,0,1,1,0,3991,0,0.00,3272,81.98,0,0,40,2235,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,132372103168,0,4501,4395,0,1.0000,0.000000,0.000000,0,65536,1,1000,4096,75,10,1,1
2025-11-22 10:55:46,3137,1,1,0,1,0,0,0,17,1,1,0,1,0,0,0,3991,1429,35.81,1843,46.18,39,1757,69,6341,851,752,88.37,19,0,0.00,4096,4096,1630,0,0.333328,785,10,20,0.070175,2.754386,0,1000000,0,0,88.37,851,752,0,4096,233576267776,0,4501,4395,0,1.0000,0.000000,0.000000,0,55771136,1,1000,4096,75,10,1,1
2025-11-22 10:55:53,448,0,0,0,1,1,1,0,28,0,0,0,1,1,1,0,3991,294,7.37,2978,74.62,51,3195,70,7217,851,752,88.37,13,0,0.00,4096,4096,0,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,290641346560,0,4501,4395,0,1.0000,0.000000,0.000000,0,27787264,1,1000,4096,75,10,1,1
2025-11-22 10:56:00,2665,1,0,1,1,0,0,0,25,1,0,1,1,0,0,0,3991,1250,31.32,2022,50.66,29,972,52,3598,851,752,88.37,15,0,0.00,4096,4096,0,0,0.333328,507,7,25,0.087719,1.778947,0,1000000,0,0,88.37,851,752,0,4096,221250387968,0,4501,4395,0,1.0000,0.000000,0.000000,0,4456448,1,1000,4096,75,10,1,1
2025-11-22 10:56:07,2681,1,0,1,1,0,0,1,11,1,0,1,1,0,0,1,3991,1246,31.22,2026,50.76,39,1697,69,6270,851,752,88.37,15,0,0.00,4096,4096,0,0,0.333328,514,7,25,0.087719,1.803509,0,1000000,0,0,88.37,851,752,0,4096,284603580416,0,4501,4395,0,1.0000,0.000000,0.000000,0,12124160,1,1000,4096,75,10,1,1
2025-11-22 10:56:14,2564,1,0,1,0,1,0,1,14,1,0,1,0,1,0,1,3991,1072,26.86,2200,55.12,39,1630,69,6217,0,0,0.00,7,0,0.00,4096,4096,0,0,0.333328,594,5,27,0.094737,2.084211,0,1000000,0,0,0.00,0,0,0,4096,195501948928,0,4501,4395,0,1.0000,0.000000,0.000000,0,-14417920,1,1000,4096,75,10,1,1
2025-11-22 10:56:21,2326,1,0,0,1,1,0,1,16,1,0,0,1,1,0,1,3991,1429,35.81,1843,46.18,32,1189,53,3780,851,752,88.37,19,0,0.00,4096,4096,0,0,0.333328,785,10,20,0.070175,2.754386,0,1000000,0,0,88.37,851,752,0,4096,186945241088,0,4501,4395,0,1.0000,0.000000,0.000000,0,327680,1,1000,4096,75,10,1,1
2025-11-22 10:56:28,2034,1,0,0,0,0,1,1,24,1,0,0,0,0,1,1,3991,1327,33.25,1945,48.73,31,1061,56,4385,0,0,0.00,12,0,0.00,4096,4096,0,0,0.333328,812,5,22,0.077193,2.849123,0,1000000,0,0,0.00,0,0,0,4096,143364456448,0,4501,4395,0,1.0000,0.000000,0.000000,0,9961472,1,1000,4096,75,10,1,1
2025-11-22 10:56:35,2052,1,0,0,0,1,0,0,12,1,0,0,0,1,0,0,3991,1327,33.25,1945,48.73,36,1482,63,6548,0,0,0.00,12,0,0.00,4096,4096,0,0,0.333328,812,5,22,0.077193,2.849123,0,1000000,0,0,0.00,0,0,0,4096,162936913920,0,4501,4395,0,1.0000,0.000000,0.000000,0,-51314688,1,1000,4096,75,10,1,1
2025-11-22 10:56:42,1823,0,1,1,1,1,0,0,23,0,1,1,1,1,0,0,3991,294,7.37,2978,74.62,38,1615,47,3125,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,211710115840,0,4501,4395,0,1.0000,0.000000,0.000000,0,34734080,1,1000,4096,75,10,1,1
2025-11-22 10:56:49,3279,1,1,0,1,1,0,1,9,1,1,0,1,1,0,1,3991,1429,35.81,1843,46.18,33,1261,57,4307,851,752,88.37,19,0,0.00,4096,4096,1630,0,0.333328,785,10,20,0.070175,2.754386,0,1000000,0,0,88.37,851,752,0,4096,197307138048,0,4501,4395,0,1.0000,0.000000,0.000000,0,20512768,1,1000,4096,75,10,1,1
2025-11-22 10:56:56,554,0,0,1,0,0,1,0,14,0,0,1,0,0,1,0,3991,0,0.00,3272,81.98,0,0,41,2223,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,133824380928,0,4501,4395,0,1.0000,0.000000,0.000000,0,-10289152,1,1000,4096,75,10,1,1
2025-11-22 10:57:04,924,0,0,1,1,1,1,0,24,0,0,1,1,1,1,0,3991,294,7.37,2978,74.62,36,1480,43,2696,851,752,88.37,13,0,0.00,4096,4096,0,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,180281016320,0,4501,4395,0,1.0000,0.000000,0.000000,0,1638400,1,1000,4096,75,10,1,1
2025-11-22 10:57:11,1933,1,0,0,0,0,0,0,13,1,0,0,0,0,0,0,3991,1327,33.25,1945,48.73,30,1019,53,3630,0,0,0.00,12,0,0.00,4096,4096,0,0,0.333328,812,5,22,0.077193,2.849123,0,1000000,0,0,0.00,0,0,0,4096,139574312960,0,4501,4395,0,1.0000,0.000000,0.000000,0,-524288,1,1000,4096,75,10,1,1
2025-11-22 10:57:18,1649,0,1,1,0,1,1,0,29,0,1,1,0,1,1,0,3991,0,0.00,3272,81.98,0,0,42,2574,0,0,0.00,0,0,0.00,4096,4096,1630,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,132976934912,0,4501,4395,0,1.0000,0.000000,0.000000,0,-65536,1,1000,4096,75,10,1,1
2025-11-22 10:57:26,537,0,0,1,0,0,0,1,27,0,0,1,0,0,0,1,3991,0,0.00,3272,81.98,0,0,200,79253980,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,223405277184,0,4501,4395,0,1.0000,0.000000,0.000000,0,-65536,1,1000,4096,75,10,1,1
2025-11-22 10:57:34,3099,1,1,0,0,1,1,1,9,1,1,0,0,1,1,1,3991,1327,33.25,1945,48.73,31,1130,59,4672,0,0,0.00,12,0,0.00,4096,4096,1630,0,0.333328,812,5,22,0.077193,2.849123,0,1000000,0,0,0.00,0,0,0,4096,146416336896,0,4501,4395,0,1.0000,0.000000,0.000000,0,-65536,1,1000,4096,75,10,1,1
2025-11-22 10:57:43,3513,1,1,1,0,1,0,1,3,1,1,1,0,1,0,1,3991,1082,27.11,2190,54.87,29,944,55,4372,0,0,0.00,7,0,0.00,4096,4096,1630,0,0.333328,618,5,27,0.094737,2.168421,0,1000000,0,0,0.00,0,0,0,4096,162349645824,0,4501,4395,0,1.0000,0.000000,0.000000,0,-65536,1,1000,4096,75,10,1,1
2025-11-22 10:57:50,2612,1,0,1,0,1,1,1,2,1,0,1,0,1,1,1,3991,1086,27.21,2186,54.77,30,960,51,3494,0,0,0.00,7,0,0.00,4096,4096,0,0,0.333328,614,5,27,0.094737,2.154386,0,1000000,0,0,0.00,0,0,0,4096,147047972864,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:57:58,3707,1,1,1,1,0,1,1,17,1,1,1,1,0,1,1,3991,1246,31.22,2026,50.76,33,1294,56,4304,851,752,88.37,15,0,0.00,4096,4096,1630,0,0.333328,533,8,25,0.087719,1.870175,0,1000000,0,0,88.37,851,752,0,4096,209919934464,0,4501,4395,0,1.0000,0.000000,0.000000,0,-65536,1,1000,4096,75,10,1,1
2025-11-22 10:58:06,1334,0,1,0,1,1,0,0,14,0,1,0,1,1,0,0,3991,294,7.37,2978,74.62,39,1664,47,3324,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,213600698368,0,4501,4395,0,1.0000,0.000000,0.000000,0,-65536,1,1000,4096,75,10,1,1
2025-11-22 10:58:14,780,0,0,1,1,0,0,1,30,0,0,1,1,0,0,1,3991,294,7.37,2978,74.62,39,1705,45,2839,851,752,88.37,13,0,0.00,4096,4096,0,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,220211118080,0,4501,4395,0,1.0000,0.000000,0.000000,0,-65536,1,1000,4096,75,10,1,1
2025-11-22 10:58:21,257,0,0,0,1,0,0,0,17,0,0,0,1,0,0,0,3991,294,7.37,2978,74.62,39,1781,49,3798,851,752,88.37,13,0,0.00,4096,4096,0,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,220633432064,0,4501,4395,0,1.0000,0.000000,0.000000,0,65536,1,1000,4096,75,10,1,1
2025-11-22 10:58:29,109,0,0,0,0,0,1,1,19,0,0,0,0,0,1,1,3991,0,0.00,3272,81.98,0,0,41,2568,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,136086224896,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:58:37,3095,1,1,0,0,1,1,1,5,1,1,0,0,1,1,1,3991,1327,33.25,1945,48.73,31,1082,54,4024,0,0,0.00,12,0,0.00,4096,4096,1630,0,0.333328,812,5,22,0.077193,2.849123,0,1000000,0,0,0.00,0,0,0,4096,139547508736,0,4501,4395,0,1.0000,0.000000,0.000000,0,-4390912,1,1000,4096,75,10,1,1
2025-11-22 10:58:45,353,0,0,0,1,0,1,1,23,0,0,0,1,0,1,1,3991,294,7.37,2978,74.62,39,1679,47,3280,851,752,88.37,13,0,0.00,4096,4096,0,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,222840815616,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:58:52,3025,1,1,0,0,1,0,0,25,1,1,0,0,1,0,0,3991,1327,33.25,1945,48.73,32,1257,60,5690,0,0,0.00,12,0,0.00,4096,4096,1630,0,0.333328,812,5,22,0.077193,2.849123,0,1000000,0,0,0.00,0,0,0,4096,149535588352,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:59:00,229,0,0,0,0,1,1,1,19,0,0,0,0,1,1,1,3991,0,0.00,3272,81.98,0,0,41,2441,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,138833625088,0,4501,4395,0,1.0000,0.000000,0.000000,0,-65536,1,1000,4096,75,10,1,1
2025-11-22 10:59:08,2414,1,0,1,0,0,0,0,14,1,0,1,0,0,0,0,3991,1088,27.26,2184,54.72,30,977,52,3681,0,0,0.00,7,0,0.00,4096,4096,0,0,0.333328,623,5,27,0.094737,2.185965,0,1000000,0,0,0.00,0,0,0,4096,147822215168,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:59:17,2403,1,0,1,0,0,0,0,3,1,0,1,0,0,0,0,3991,875,21.92,2397,60.06,31,1080,51,3615,0,0,0.00,7,0,0.00,4096,4096,0,0,0.333328,626,5,27,0.094737,2.196491,0,1000000,0,0,0.00,0,0,0,4096,209466490880,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:59:26,2252,1,0,0,1,0,1,1,2,1,0,0,1,0,1,1,3991,1429,35.81,1843,46.18,35,1639,63,6237,851,752,88.37,19,0,0.00,4096,4096,0,0,0.333328,785,10,20,0.070175,2.754386,0,1000000,0,0,88.37,851,752,0,4096,253878796288,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:59:35,3328,1,1,0,1,1,1,0,28,1,1,0,1,1,1,0,3991,1429,35.81,1843,46.18,37,1732,72,18381,851,752,88.37,19,0,0.00,4096,4096,1630,0,0.333328,785,10,20,0.070175,2.754386,0,1000000,0,0,88.37,851,752,0,4096,528674652160,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:59:44,2586,1,0,1,0,1,1,0,6,1,0,1,0,1,1,0,3991,1087,27.24,2185,54.75,30,1052,54,3967,0,0,0.00,7,0,0.00,4096,4096,0,0,0.333328,616,5,27,0.094737,2.161404,0,1000000,0,0,0.00,0,0,0,4096,151808573440,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 10:59:54,1487,0,1,1,0,0,0,1,17,0,1,1,0,0,0,1,3991,0,0.00,3272,81.98,0,0,41,2304,0,0,0.00,0,0,0.00,4096,4096,1630,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,131563716608,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 11:00:03,2929,1,1,0,0,0,0,1,19,1,1,0,0,0,0,1,3991,1327,33.25,1945,48.73,31,1221,54,3887,0,0,0.00,12,0,0.00,4096,4096,1630,0,0.333328,812,5,22,0.077193,2.849123,0,1000000,0,0,0.00,0,0,0,4096,141380616192,0,4501,4395,0,1.0000,0.000000,0.000000,0,1310720,1,1000,4096,75,10,1,1
2025-11-22 11:00:11,2781,1,0,1,1,1,0,0,21,1,0,1,1,1,0,0,3991,1249,31.30,2023,50.69,32,1220,59,4929,851,752,88.37,15,0,0.00,4096,4096,0,0,0.333328,535,8,25,0.087719,1.877193,0,1000000,0,0,88.37,851,752,0,4096,214056894464,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 11:00:20,1316,0,1,0,1,0,1,1,26,0,1,0,1,0,1,1,3991,294,7.37,2978,74.62,40,1985,46,3119,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,211031162880,0,4501,4395,0,1.0000,0.000000,0.000000,0,-65536,1,1000,4096,75,10,1,1
2025-11-22 11:00:29,1616,0,1,1,0,1,0,1,26,0,1,1,0,1,0,1,3991,0,0.00,3272,81.98,0,0,53,4245,0,0,0.00,0,0,0.00,4096,4096,1630,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,167502479360,0,4501,4395,0,1.0000,0.000000,0.000000,0,-70647808,1,1000,4096,75,10,1,1
2025-11-22 11:00:37,1793,0,1,1,1,0,1,1,23,0,1,1,1,0,1,1,3991,294,7.37,2978,74.62,39,1891,45,2909,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,225447968768,0,4501,4395,0,1.0000,0.000000,0.000000,0,65536,1,1000,4096,75,10,1,1
2025-11-22 11:00:46,403,0,0,0,1,1,0,1,13,0,0,0,1,1,0,1,3991,294,7.37,2978,74.62,39,1729,47,3258,851,752,88.37,13,0,0.00,4096,4096,0,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,204045484032,0,4501,4395,0,1.0000,0.000000,0.000000,0,65536,1,1000,4096,75,10,1,1
2025-11-22 11:00:54,1304,0,1,0,1,0,1,1,14,0,1,0,1,0,1,1,3991,294,7.37,2978,74.62,42,2070,46,2967,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,207542353920,0,4501,4395,0,1.0000,0.000000,0.000000,0,65536,1,1000,4096,75,10,1,1
2025-11-22 11:01:03,2629,1,0,1,0,1,1,1,19,1,0,1,0,1,1,1,3991,1087,27.24,2185,54.75,30,978,53,3745,0,0,0.00,7,0,0.00,4096,4096,0,0,0.333328,624,5,27,0.094737,2.189474,0,1000000,0,0,0.00,0,0,0,4096,145483825152,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
2025-11-22 11:01:12,1698,0,1,1,1,0,0,0,18,0,1,1,1,0,0,0,3991,294,7.37,2978,74.62,39,1710,47,3328,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,206948466688,0,4501,4395,0,1.0000,0.000000,0.000000,0,65536,1,1000,4096,75,10,1,1
2025-11-22 11:01:21,531,0,0,1,0,0,0,1,21,0,0,1,0,0,0,1,3991,0,0.00,3272,81.98,0,0,40,2159,0,0,0.00,0,0,0.00,4096,4096,0,0,0.333328,0,0,0,0.000000,0.000000,0,1000000,0,0,0.00,0,0,0,4096,130401632256,0,4501,4395,0,1.0000,0.000000,0.000000,0,917504,1,1000,4096,75,10,1,1
2025-11-22 11:01:29,1261,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3991,294,7.37,2978,74.62,39,1807,48,3350,851,752,88.37,13,0,0.00,4096,4096,1630,0,0.333328,459,9,0,0.000000,1.610526,0,1000000,0,0,88.37,851,752,0,4096,221431857152,0,4501,4395,0,1.0000,0.000000,0.000000,0,0,1,1000,4096,75,10,1,1
