"config_bits","config_decimal","L1_heat_tracking","L2_rolling_window","L3_linear_decay","L4_pipelining_metrics","L5_window_inference","L6_decay_inference","L7_adaptive_heartrate","n_reps","mean_ns","sd_ns","se_ns","min_ns","max_ns","cv_pct","rank","is_best","is_worst"
"1101000",231,"1","1","0","1","0","0","0",30,50850554.5057543,7931742.14333333,1448131.36407268,41319887.4276827,72648832.7678294,15.5981428726323,98,FALSE,FALSE
"1101001",232,"1","1","0","1","0","0","1",30,49360434.3771903,6149696.82309381,1122775.89060878,44061537.4290158,66740415.1041991,12.4587575062662,89,FALSE,FALSE
"1101010",233,"1","1","0","1","0","1","0",30,51763533.1583204,10464030.212766,1910461.79664916,41376381.4690069,81972970.4439014,20.2150617902402,107,FALSE,FALSE
"1101011",234,"1","1","0","1","0","1","1",30,49925631.0520625,6760637.47477134,1234317.88268234,42342415.0153299,64637395.2952677,13.5414161670212,93,FALSE,FALSE
"1101100",235,"1","1","0","1","1","0","0",30,53260036.5311412,15408770.9475915,2813243.81047537,43064228.3154854,111586753.777383,28.9312061184598,113,FALSE,FALSE
"1101101",236,"1","1","0","1","1","0","1",30,49473246.2799674,7117414.99852917,1299456.24860668,40265530.980671,67432408.8691402,14.3863917040171,90,FALSE,FALSE
"1101110",237,"1","1","0","1","1","1","0",30,52472805.6549211,13787787.7847778,2517294.12927233,42589809.4112419,117457154.445679,26.2760635965436,110,FALSE,FALSE
"1101111",238,"1","1","0","1","1","1","1",30,50612674.3082278,9902151.90247429,1807877.32160929,40428096.9526772,89982456.8335925,19.5645696217727,96,FALSE,FALSE
"1110000",239,"1","1","1","0","0","0","0",30,33800420.8396949,6472821.41714494,1181770.10029095,27398110.3292602,58819688.4247945,19.1501207864942,35,FALSE,FALSE
"1110001",240,"1","1","1","0","0","0","1",30,34974285.9659631,8135475.19087259,1485327.75935485,29116446.4856699,70402189.9631193,23.2613046018724,45,FALSE,FALSE
"1110010",241,"1","1","1","0","0","1","0",30,35513812.7968007,7109830.88191889,1298071.58469128,26613221.7231726,62384986.6038658,20.0199030236466,54,FALSE,FALSE
"1110011",242,"1","1","1","0","0","1","1",30,36388605.5543213,5754304.36044178,1050587.43365477,29202381.4938902,46985366.1532993,15.813478622729,58,FALSE,FALSE
"1110100",243,"1","1","1","0","1","0","0",30,33401487.0020588,5072987.92699239,926196.640521701,27836113.8733615,50586599.2019551,15.187910426502,33,FALSE,FALSE
"1110101",244,"1","1","1","0","1","0","1",30,34644129.2555432,4916660.55273428,897655.297442794,27428788.9233504,45068456.3536992,14.1919010764215,42,FALSE,FALSE
"1110110",245,"1","1","1","0","1","1","0",30,36819329.4238021,10242748.4061285,1870061.45096223,28839844.0879804,80665599.317485,27.8189433822416,59,FALSE,FALSE
"1110111",246,"1","1","1","0","1","1","1",30,35183006.210768,9916412.89260941,1810481.01027241,28006789.9435681,73186530.8224839,28.1852347499925,49,FALSE,FALSE
"1111000",247,"1","1","1","1","0","0","0",30,49174680.1250093,7031469.15824747,1283764.75679133,42247802.0564319,66319432.5740946,14.2989626782979,87,FALSE,FALSE
"1111001",248,"1","1","1","1","0","0","1",30,61083697.8084278,11330953.7738581,2068739.65999679,46795455.9004666,92903140.5287714,18.5498818512831,128,FALSE,TRUE
"1111010",249,"1","1","1","1","0","1","0",30,57919124.8716878,8823040.3539302,1610859.40920864,50113476.1661853,81371702.0324372,15.2333799474293,123,FALSE,FALSE
"1111011",250,"1","1","1","1","0","1","1",30,48232007.6413241,10175133.5782008,1857716.72880295,41512855.3477005,93190270.0377694,21.0962265014302,80,FALSE,FALSE
"1111100",251,"1","1","1","1","1","0","0",30,58958675.9000518,11056841.4646163,2018693.82830961,47221636.4647856,101641036.043546,18.7535444034736,126,FALSE,FALSE
"1111101",252,"1","1","1","1","1","0","1",30,50989844.8356661,10464429.9548228,1910534.77922973,42954123.1761831,82571472.394579,20.5225765807845,100,FALSE,FALSE
"1111110",253,"1","1","1","1","1","1","0",30,51645857.137999,15101993.1146784,2757234.09739902,39651012.6780715,119122228.951788,29.2414415241972,106,FALSE,FALSE
"1111111",254,"1","1","1","1","1","1","1",30,58752460.5156187,11971326.6830096,2185655.22251595,48418538.4439014,106541151.5521,20.3758729046371,125,FALSE,FALSE
