"config_bits","config_decimal","L1_heat_tracking","L2_rolling_window","L3_linear_decay","L4_pipelining_metrics","L5_window_inference","L6_decay_inference","L7_adaptive_heartrate","n_reps","mean_ns","sd_ns","se_ns","min_ns","max_ns","cv_pct","rank","is_best","is_worst","L1234","L567","speed_norm","stability_norm","optimality_score","steady_state_score","optimality_rank","optimality_percentile","is_top5pct"
"0001011",138,"0","0","0","1","0","1","1",30,52433368.0577057,8169851.60800568,1491604.00572486,42628641.7844923,67617805.4227949,15.5813977065412,109,FALSE,FALSE,"0001","011",0.721582748546283,0.12511998551324,0.732350103280147,0.363705090726458,101,21.875,FALSE
"1101010",233,"1","1","0","1","0","1","0",30,51763533.1583204,10464030.212766,1910461.79664916,41376381.4690069,81972970.4439014,20.2150617902402,107,FALSE,FALSE,"1101","010",0.700023617624243,0.242381291404328,0.740798053220014,0.425438221892294,102,21.09375,FALSE
"0111110",189,"0","1","1","1","1","1","0",30,51297538.3698437,11240650.5323613,2052252.61920225,41311733.6485225,93169390.5389913,21.9126509566965,102,FALSE,FALSE,"0111","110",0.685025231211449,0.285341143247176,0.742077580463056,0.445214778432885,103,20.3125,FALSE
"0101101",172,"0","1","0","1","1","0","1",30,49831194.7583796,12834929.0129375,2343326.71478779,40450607.2072873,107807943.066874,25.7568157359485,91,FALSE,FALSE,"0101","101",0.637829879154901,0.382623072608738,0.743792558738865,0.484705795227203,104,19.53125,FALSE
"1100101",228,"1","1","0","0","1","0","1",30,38147937.7475228,14961302.2082446,2731547.56970248,27888283.4996667,91441881.3810264,39.2191638438337,64,FALSE,FALSE,"1100","101",0.261795623961496,0.723306490952448,0.769226383179446,0.538702144156067,105,18.75,FALSE
"1011000",215,"1","0","1","1","0","0","0",30,53849326.1673998,8773621.97367663,1601836.88866856,47635295.1539658,85270387.8569207,16.2929094904592,114,FALSE,FALSE,"1011","000",0.76715640601775,0.143125779509536,0.780393452083168,0.392738030112822,106,17.96875,FALSE
"0011011",154,"0","0","1","1","0","1","1",30,52855719.2578834,12465893.6258867,2275950.37945268,42141104.0319929,105662348.882471,23.5847582833289,111,FALSE,FALSE,"0011","011",0.73517643383809,0.327656141738487,0.804886908882138,0.490664258578328,107,17.1875,FALSE
"0111100",187,"0","1","1","1","1","0","0",30,51579095.6444049,14211594.5385053,2594670.30228552,39224438.9851144,111178089.277938,27.5530122445001,104,FALSE,FALSE,"0111","100",0.694087360028398,0.428078320210897,0.815480417659293,0.534481936137898,108,16.40625,FALSE
"1001011",202,"1","0","0","1","0","1","1",30,55163242.6429682,8127475.59726859,1483867.24006559,44873974.1604088,77835582.7345034,14.7334986267429,117,FALSE,FALSE,"1001","011",0.809445778135266,0.103662721549981,0.816056632581438,0.385975944184095,109,15.625,FALSE
"1001000",199,"1","0","0","1","0","0","0",30,55476862.2273569,7519596.62991738,1372884.23251519,46283879.0597645,75088632.7767163,13.5544735733257,118,FALSE,FALSE,"1001","000",0.819539856072614,0.0738258548836234,0.822858330784114,0.37211145535922,110,14.84375,FALSE
"0001001",136,"0","0","0","1","0","0","1",30,54157603.5704066,11580641.9466455,2114326.27485609,42396433.8022662,93903696.5936459,21.3832244840566,115,FALSE,FALSE,"0001","001",0.777078541902022,0.271943270972949,0.823288651028325,0.473997379344578,111,14.0625,FALSE
"1101110",237,"1","1","0","1","1","1","0",30,52472805.6549211,13787787.7847778,2517294.12927233,42589809.4112419,117457154.445679,26.2760635965436,110,FALSE,FALSE,"1101","110",0.722852076738049,0.395763360966873,0.824101791484709,0.526598847275344,112,13.28125,FALSE
"1111110",253,"1","1","1","1","1","1","0",30,51645857.137999,15101993.1146784,2757234.09739902,39651012.6780715,119122228.951788,29.2414415241972,106,FALSE,FALSE,"1111","110",0.696236128004305,0.470806368396036,0.840478067804682,0.560978272239343,113,12.5,FALSE
"1001001",200,"1","0","0","1","0","0","1",30,56384058.9768792,8424148.8794948,1538032.12302706,45334138.5114419,74923970.1186403,14.9406570444834,121,FALSE,FALSE,"1001","001",0.848738653437381,0.108905153058135,0.855697162669898,0.404838553209833,114,11.71875,FALSE
"1011001",216,"1","0","1","1","0","0","1",30,56048998.3507072,10744054.3504119,1961586.97559403,45828272.0888691,93026116.9908909,19.1690389954601,120,FALSE,FALSE,"1011","001",0.837954479735636,0.215910231635609,0.865323603187827,0.46472793087562,115,10.9375,FALSE
"0011000",151,"0","0","1","1","0","0","0",30,54658801.8150633,13518754.8451574,2468175.65935832,43735342.5816485,108680339.195734,24.7329879108908,116,FALSE,FALSE,"0011","000",0.793209977550369,0.356713687378107,0.869727959334609,0.531312203447012,116,10.15625,FALSE
"1101100",235,"1","1","0","1","1","0","0",30,53260036.5311412,15408770.9475915,2813243.81047537,43064228.3154854,111586753.777383,28.9312061184598,113,FALSE,FALSE,"1101","100",0.748189683873593,0.462955430530602,0.879838356581845,0.577049131867798,117,9.375,FALSE
"1011110",221,"1","0","1","1","1","1","0",30,57407195.1858994,8615657.30878612,1572996.61858547,48601838.3114863,75187701.1935126,15.0079746639535,122,FALSE,FALSE,"1011","110",0.881669047929499,0.110608718924359,0.888580102623842,0.419032850526415,118,8.59375,FALSE
"1011011",218,"1","0","1","1","0","1","1",30,53096220.3129971,16417634.8869392,2997436.32282012,41485976.9971118,127120693.179293,30.9205340609158,112,FALSE,FALSE,"1011","011",0.742917137911351,0.513298137331177,0.902995488133827,0.605145737563247,119,7.8125,FALSE
"1001110",205,"1","0","0","1","1","1","0",30,50958609.5520107,17562242.9950415,3206412.21625711,41330749.4263497,131047757.067318,34.4637405718786,99,FALSE,FALSE,"1001","110",0.674116556904361,0.602963899676563,0.904432748525704,0.631424962567682,120,7.03125,FALSE
"1111010",249,"1","1","1","1","0","1","0",30,57919124.8716878,8823040.3539302,1610859.40920864,50113476.1661853,81371702.0324372,15.2333799474293,123,FALSE,FALSE,"1111","010",0.898145882936033,0.116312912715209,0.905646023951545,0.429046100803538,121,6.25,FALSE
"0011001",152,"0","0","1","1","0","0","1",30,56042644.2270903,16057572.9191557,2931698.30220189,45352892.2035103,129036292.5501,28.6524184228154,119,FALSE,FALSE,"0011","001",0.837749967574387,0.455900320650575,0.953766276684274,0.6086401794201,122,5.46875,FALSE
"1111100",251,"1","1","1","1","1","0","0",30,58958675.9000518,11056841.4646163,2018693.82830961,47221636.4647856,101641036.043546,18.7535444034736,126,FALSE,FALSE,"1111","100",0.931604600511377,0.205395563855004,0.953978233161154,0.495879178517553,123,4.6875,FALSE
"1111111",254,"1","1","1","1","1","1","1",30,58752460.5156187,11971326.6830096,2185655.22251595,48418538.4439014,106541151.5521,20.3758729046371,125,FALSE,FALSE,"1111","111",0.924967406069565,0.246450840024031,0.957237023333098,0.517857466442245,124,3.90625,FALSE
"1011111",222,"1","0","1","1","1","1","1",30,58524517.7364438,14635065.0754224,2671985.0907883,47009041.2335037,120014019.426794,25.0067247735884,124,FALSE,FALSE,"1011","111",0.917630899381907,0.363640978914704,0.98705685198295,0.585236947101585,125,3.125,FALSE
"1111001",248,"1","1","1","1","0","0","1",30,61083697.8084278,11330953.7738581,2068739.65999679,46795455.9004666,92903140.5287714,18.5498818512831,128,FALSE,TRUE,"1111","001",1,0.200241600080419,1.01985131190913,0.520144960048251,126,2.34375,FALSE
"1010111",214,"1","0","1","0","1","1","1",30,37577536.2436199,18846226.0818649,3440834.38295987,26910645.3783604,133646978.019107,50.1529050752088,63,FALSE,FALSE,"1010","111",0.24343683030644,1,1.02920429961677,0.697374732122576,127,1.5625,FALSE
"1001010",201,"1","0","0","1","0","1","0",30,60312859.4257276,14745694.3115021,2692183.1334951,45748466.9753388,109338392.854921,24.4486738846476,127,FALSE,FALSE,"1001","010",0.975189997374552,0.349518726026093,1.03593381585036,0.599787234565477,128,0.78125,FALSE
