run_id,L1_heat_tracking,L2_rolling_window,L3_linear_decay,L4_pipelining_metrics,L5_window_inference,L6_decay_inference,L7_adaptive_heartrate,replicate
1916,0,1,1,1,1,1,1,26
1594,0,1,1,0,1,0,1,4
3086,1,1,0,0,1,1,0,26
2337,1,0,0,1,1,0,1,27
3701,1,1,1,1,0,1,1,11
133,0,0,0,0,1,0,0,13
361,0,0,0,1,1,0,0,1
2055,1,0,0,0,1,0,0,15
2593,1,0,1,0,1,1,0,13
284,0,0,0,1,0,0,1,14
3034,1,1,0,0,1,0,1,4
3083,1,1,0,0,1,1,0,23
1136,0,1,0,0,1,0,1,26
3470,1,1,1,0,0,1,1,20
2852,1,0,1,1,1,1,1,2
1343,0,1,0,1,1,0,0,23
1259,0,1,0,1,0,0,1,29
3752,1,1,1,1,1,0,1,2
855,0,0,1,1,1,0,0,15
612,0,0,1,0,1,0,0,12
2709,1,0,1,1,0,1,0,9
2940,1,1,0,0,0,0,1,30
1498,0,1,1,0,0,0,1,28
2310,1,0,0,1,1,0,0,30
3795,1,1,1,1,1,1,0,15
2796,1,0,1,1,1,0,1,6
1761,0,1,1,1,0,1,0,21
1315,0,1,0,1,0,1,1,25
2284,1,0,0,1,1,0,0,4
940,0,0,1,1,1,1,1,10
82,0,0,0,0,0,1,0,22
1386,0,1,0,1,1,1,0,6
2104,1,0,0,0,1,1,0,4
352,0,0,0,1,0,1,1,22
2459,1,0,1,0,0,0,1,29
1369,0,1,0,1,1,0,1,19
2168,1,0,0,1,0,0,0,8
2804,1,0,1,1,1,0,1,14
158,0,0,0,0,1,0,1,8
2531,1,0,1,0,1,0,0,11
2957,1,1,0,0,0,1,0,17
1671,0,1,1,0,1,1,1,21
3760,1,1,1,1,1,0,1,10
106,0,0,0,0,0,1,1,16
3687,1,1,1,1,0,1,0,27
507,0,0,1,0,0,0,0,27
1501,0,1,1,0,0,1,0,1
1366,0,1,0,1,1,0,1,16
3125,1,1,0,1,0,0,0,5
1251,0,1,0,1,0,0,1,21
2651,1,0,1,1,0,0,0,11
356,0,0,0,1,0,1,1,26
333,0,0,0,1,0,1,1,3
1129,0,1,0,0,1,0,1,19
3185,1,1,0,1,0,1,0,5
312,0,0,0,1,0,1,0,12
2541,1,0,1,0,1,0,0,21
1581,0,1,1,0,1,0,0,21
509,0,0,1,0,0,0,0,29
1754,0,1,1,1,0,1,0,14
3785,1,1,1,1,1,1,0,5
2452,1,0,1,0,0,0,1,22
1149,0,1,0,0,1,1,0,9
3300,1,1,0,1,1,0,1,30
2079,1,0,0,0,1,0,1,9
2154,1,0,0,0,1,1,1,24
260,0,0,0,1,0,0,0,20
1107,0,1,0,0,1,0,0,27
3655,1,1,1,1,0,0,1,25
3159,1,1,0,1,0,0,1,9
2162,1,0,0,1,0,0,0,2
2067,1,0,0,0,1,0,0,27
195,0,0,0,0,1,1,0,15
1508,0,1,1,0,0,1,0,8
3219,1,1,0,1,0,1,1,9
1247,0,1,0,1,0,0,1,17
2811,1,0,1,1,1,0,1,21
3110,1,1,0,0,1,1,1,20
1219,0,1,0,1,0,0,0,19
1589,0,1,1,0,1,0,0,29
2319,1,0,0,1,1,0,1,9
1314,0,1,0,1,0,1,1,24
3415,1,1,1,0,0,0,1,25
3441,1,1,1,0,0,1,0,21
1708,0,1,1,1,0,0,0,28
2160,1,0,0,0,1,1,1,30
1893,0,1,1,1,1,1,1,3
2435,1,0,1,0,0,0,1,5
2105,1,0,0,0,1,1,0,5
794,0,0,1,1,0,1,0,14
2192,1,0,0,1,0,0,1,2
1966,1,0,0,0,0,0,1,16
2698,1,0,1,1,0,0,1,28
405,0,0,0,1,1,0,1,15
908,0,0,1,1,1,1,0,8
2506,1,0,1,0,0,1,1,16
3092,1,1,0,0,1,1,1,2
1524,0,1,1,0,0,1,0,24
1681,0,1,1,1,0,0,0,1
547,0,0,1,0,0,1,0,7
2498,1,0,1,0,0,1,1,8
2547,1,0,1,0,1,0,0,27
2917,1,1,0,0,0,0,1,7
786,0,0,1,1,0,1,0,6
3162,1,1,0,1,0,0,1,12
1904,0,1,1,1,1,1,1,14
2727,1,0,1,1,0,1,0,27
1876,0,1,1,1,1,1,0,16
30,0,0,0,0,0,0,0,30
128,0,0,0,0,1,0,0,8
3003,1,1,0,0,1,0,0,3
2944,1,1,0,0,0,1,0,4
3018,1,1,0,0,1,0,0,18
1025,0,1,0,0,0,1,0,5
1144,0,1,0,0,1,1,0,4
2376,1,0,0,1,1,1,1,6
528,0,0,1,0,0,0,1,18
249,0,0,0,1,0,0,0,9
668,0,0,1,0,1,1,0,8
2549,1,0,1,0,1,0,0,29
103,0,0,0,0,0,1,1,13
2743,1,0,1,1,0,1,1,13
1611,0,1,1,0,1,0,1,21
385,0,0,0,1,1,0,0,25
1812,0,1,1,1,1,0,0,12
1320,0,1,0,1,0,1,1,30
2320,1,0,0,1,1,0,1,10
2046,1,0,0,0,1,0,0,6
10,0,0,0,0,0,0,0,10
378,0,0,0,1,1,0,0,18
177,0,0,0,0,1,0,1,27
1915,0,1,1,1,1,1,1,25
1711,0,1,1,1,0,0,1,1
1717,0,1,1,1,0,0,1,7
269,0,0,0,1,0,0,0,29
3411,1,1,1,0,0,0,1,21
429,0,0,0,1,1,1,0,9
1790,0,1,1,1,0,1,1,20
888,0,0,1,1,1,0,1,18
137,0,0,0,0,1,0,0,17
822,0,0,1,1,0,1,1,12
756,0,0,1,1,0,0,1,6
207,0,0,0,0,1,1,0,27
2150,1,0,0,0,1,1,1,20
3091,1,1,0,0,1,1,1,1
1859,0,1,1,1,1,0,1,29
1222,0,1,0,1,0,0,0,22
3607,1,1,1,1,0,0,0,7
2184,1,0,0,1,0,0,0,24
212,0,0,0,0,1,1,1,2
1052,0,1,0,0,0,1,1,2
2733,1,0,1,1,0,1,1,3
1346,0,1,0,1,1,0,0,26
1186,0,1,0,0,1,1,1,16
3253,1,1,0,1,1,0,0,13
523,0,0,1,0,0,0,1,13
3023,1,1,0,0,1,0,0,23
2391,1,0,0,1,1,1,1,21
3736,1,1,1,1,1,0,0,16
1551,0,1,1,0,0,1,1,21
2273,1,0,0,1,0,1,1,23
3202,1,1,0,1,0,1,0,22
2820,1,0,1,1,1,0,1,30
1931,1,0,0,0,0,0,0,11
600,0,0,1,0,0,1,1,30
586,0,0,1,0,0,1,1,16
3686,1,1,1,1,0,1,0,26
84,0,0,0,0,0,1,0,24
3461,1,1,1,0,0,1,1,11
34,0,0,0,0,0,0,1,4
342,0,0,0,1,0,1,1,12
3618,1,1,1,1,0,0,0,18
1034,0,1,0,0,0,1,0,14
3078,1,1,0,0,1,1,0,18
3066,1,1,0,0,1,1,0,6
3720,1,1,1,1,0,1,1,30
1368,0,1,0,1,1,0,1,18
858,0,0,1,1,1,0,0,18
976,0,1,0,0,0,0,0,16
1340,0,1,0,1,1,0,0,20
3041,1,1,0,0,1,0,1,11
1693,0,1,1,1,0,0,0,13
1172,0,1,0,0,1,1,1,2
994,0,1,0,0,0,0,1,4
728,0,0,1,1,0,0,0,8
289,0,0,0,1,0,0,1,19
1007,0,1,0,0,0,0,1,17
2484,1,0,1,0,0,1,0,24
1801,0,1,1,1,1,0,0,1
3426,1,1,1,0,0,1,0,6
2932,1,1,0,0,0,0,1,22
1388,0,1,0,1,1,1,0,8
1981,1,0,0,0,0,1,0,1
2968,1,1,0,0,0,1,0,28
2301,1,0,0,1,1,0,0,21
1723,0,1,1,1,0,0,1,13
2691,1,0,1,1,0,0,1,21
816,0,0,1,1,0,1,1,6
1939,1,0,0,0,0,0,0,19
709,0,0,1,0,1,1,1,19
788,0,0,1,1,0,1,0,8
1450,0,1,1,0,0,0,0,10
454,0,0,0,1,1,1,1,4
970,0,1,0,0,0,0,0,10
2069,1,0,0,0,1,0,0,29
3764,1,1,1,1,1,0,1,14
1068,0,1,0,0,0,1,1,18
3166,1,1,0,1,0,0,1,16
2059,1,0,0,0,1,0,0,19
1145,0,1,0,0,1,1,0,5
2533,1,0,1,0,1,0,0,13
1258,0,1,0,1,0,0,1,28
1380,0,1,0,1,1,0,1,30
3259,1,1,0,1,1,0,0,19
745,0,0,1,1,0,0,0,25
638,0,0,1,0,1,0,1,8
1805,0,1,1,1,1,0,0,5
2595,1,0,1,0,1,1,0,15
3464,1,1,1,0,0,1,1,14
3319,1,1,0,1,1,1,0,19
2916,1,1,0,0,0,0,1,6
277,0,0,0,1,0,0,1,7
1891,0,1,1,1,1,1,1,1
1333,0,1,0,1,1,0,0,13
3582,1,1,1,0,1,1,1,12
169,0,0,0,0,1,0,1,19
1185,0,1,0,0,1,1,1,15
3476,1,1,1,0,0,1,1,26
1534,0,1,1,0,0,1,1,4
1357,0,1,0,1,1,0,1,7
3380,1,1,1,0,0,0,0,20
339,0,0,0,1,0,1,1,9
1490,0,1,1,0,0,0,1,20
2571,1,0,1,0,1,0,1,21
1505,0,1,1,0,0,1,0,5
1881,0,1,1,1,1,1,0,21
393,0,0,0,1,1,0,1,3
462,0,0,0,1,1,1,1,12
1921,1,0,0,0,0,0,0,1
232,0,0,0,0,1,1,1,22
147,0,0,0,0,1,0,0,27
2343,1,0,0,1,1,1,0,3
3013,1,1,0,0,1,0,0,13
3624,1,1,1,1,0,0,0,24
2464,1,0,1,0,0,1,0,4
2493,1,0,1,0,0,1,1,3
2652,1,0,1,1,0,0,0,12
1898,0,1,1,1,1,1,1,8
488,0,0,1,0,0,0,0,8
991,0,1,0,0,0,0,1,1
3580,1,1,1,0,1,1,1,10
1865,0,1,1,1,1,1,0,5
1652,0,1,1,0,1,1,1,2
2147,1,0,0,0,1,1,1,17
3044,1,1,0,0,1,0,1,14
633,0,0,1,0,1,0,1,3
1620,0,1,1,0,1,0,1,30
851,0,0,1,1,1,0,0,11
349,0,0,0,1,0,1,1,19
3733,1,1,1,1,1,0,0,13
107,0,0,0,0,0,1,1,17
3680,1,1,1,1,0,1,0,20
3541,1,1,1,0,1,1,0,1
2789,1,0,1,1,1,0,0,29
3057,1,1,0,0,1,0,1,27
2202,1,0,0,1,0,0,1,12
1713,0,1,1,1,0,0,1,3
649,0,0,1,0,1,0,1,19
1176,0,1,0,0,1,1,1,6
511,0,0,1,0,0,0,1,1
3683,1,1,1,1,0,1,0,23
1844,0,1,1,1,1,0,1,14
1553,0,1,1,0,0,1,1,23
1837,0,1,1,1,1,0,1,7
1164,0,1,0,0,1,1,0,24
1408,0,1,0,1,1,1,0,28
504,0,0,1,0,0,0,0,24
2918,1,1,0,0,0,0,1,8
114,0,0,0,0,0,1,1,24
303,0,0,0,1,0,1,0,3
2033,1,0,0,0,0,1,1,23
2432,1,0,1,0,0,0,1,2
1458,0,1,1,0,0,0,0,18
3203,1,1,0,1,0,1,0,23
993,0,1,0,0,0,0,1,3
228,0,0,0,0,1,1,1,18
1422,0,1,0,1,1,1,1,12
26,0,0,0,0,0,0,0,26
3302,1,1,0,1,1,1,0,2
208,0,0,0,0,1,1,0,28
3137,1,1,0,1,0,0,0,17
448,0,0,0,1,1,1,0,28
2665,1,0,1,1,0,0,0,25
2681,1,0,1,1,0,0,1,11
2564,1,0,1,0,1,0,1,14
2326,1,0,0,1,1,0,1,16
2034,1,0,0,0,0,1,1,24
2052,1,0,0,0,1,0,0,12
1823,0,1,1,1,1,0,0,23
3279,1,1,0,1,1,0,1,9
554,0,0,1,0,0,1,0,14
924,0,0,1,1,1,1,0,24
1933,1,0,0,0,0,0,0,13
1649,0,1,1,0,1,1,0,29
537,0,0,1,0,0,0,1,27
3099,1,1,0,0,1,1,1,9
3513,1,1,1,0,1,0,1,3
2612,1,0,1,0,1,1,1,2
3707,1,1,1,1,0,1,1,17
1334,0,1,0,1,1,0,0,14
780,0,0,1,1,0,0,1,30
257,0,0,0,1,0,0,0,17
109,0,0,0,0,0,1,1,19
3095,1,1,0,0,1,1,1,5
353,0,0,0,1,0,1,1,23
3025,1,1,0,0,1,0,0,25
229,0,0,0,0,1,1,1,19
2414,1,0,1,0,0,0,0,14
2403,1,0,1,0,0,0,0,3
2252,1,0,0,1,0,1,1,2
3328,1,1,0,1,1,1,0,28
2586,1,0,1,0,1,1,0,6
1487,0,1,1,0,0,0,1,17
2929,1,1,0,0,0,0,1,19
2781,1,0,1,1,1,0,0,21
1316,0,1,0,1,0,1,1,26
1616,0,1,1,0,1,0,1,26
1793,0,1,1,1,0,1,1,23
403,0,0,0,1,1,0,1,13
1304,0,1,0,1,0,1,1,14
2629,1,0,1,0,1,1,1,19
1698,0,1,1,1,0,0,0,18
531,0,0,1,0,0,0,1,21
1261,0,1,0,1,0,1,0,1
2373,1,0,0,1,1,1,1,3
298,0,0,0,1,0,0,1,28
1406,0,1,0,1,1,1,0,26
3053,1,1,0,0,1,0,1,23
2111,1,0,0,0,1,1,0,11
3799,1,1,1,1,1,1,0,19
3059,1,1,0,0,1,0,1,29
2268,1,0,0,1,0,1,1,18
1826,0,1,1,1,1,0,0,26
2631,1,0,1,0,1,1,1,21
846,0,0,1,1,1,0,0,6
372,0,0,0,1,1,0,0,12
3410,1,1,1,0,0,0,1,20
661,0,0,1,0,1,1,0,1
3584,1,1,1,0,1,1,1,14
214,0,0,0,0,1,1,1,4
1205,0,1,0,1,0,0,0,5
3409,1,1,1,0,0,0,1,19
1023,0,1,0,0,0,1,0,3
2179,1,0,0,1,0,0,0,19
1483,0,1,1,0,0,0,1,13
3675,1,1,1,1,0,1,0,15
708,0,0,1,0,1,1,1,18
754,0,0,1,1,0,0,1,4
1127,0,1,0,0,1,0,1,17
3467,1,1,1,0,0,1,1,17
2368,1,0,0,1,1,1,0,28
320,0,0,0,1,0,1,0,20
3119,1,1,0,0,1,1,1,29
912,0,0,1,1,1,1,0,12
2216,1,0,0,1,0,0,1,26
562,0,0,1,0,0,1,0,22
2987,1,1,0,0,0,1,1,17
3725,1,1,1,1,1,0,0,5
2350,1,0,0,1,1,1,0,10
1784,0,1,1,1,0,1,1,14
3038,1,1,0,0,1,0,1,8
953,0,0,1,1,1,1,1,23
762,0,0,1,1,0,0,1,12
468,0,0,0,1,1,1,1,18
2022,1,0,0,0,0,1,1,12
3522,1,1,1,0,1,0,1,12
359,0,0,0,1,0,1,1,29
2092,1,0,0,0,1,0,1,22
3766,1,1,1,1,1,0,1,16
2572,1,0,1,0,1,0,1,22
1516,0,1,1,0,0,1,0,16
3140,1,1,0,1,0,0,0,20
2697,1,0,1,1,0,0,1,27
1050,0,1,0,0,0,1,0,30
1705,0,1,1,1,0,0,0,25
2196,1,0,0,1,0,0,1,6
120,0,0,0,0,0,1,1,30
3337,1,1,0,1,1,1,1,7
2106,1,0,0,0,1,1,0,6
3324,1,1,0,1,1,1,0,24
3311,1,1,0,1,1,1,0,11
1780,0,1,1,1,0,1,1,10
1109,0,1,0,0,1,0,0,29
1770,0,1,1,1,0,1,0,30
1814,0,1,1,1,1,0,0,14
2489,1,0,1,0,0,1,0,29
394,0,0,0,1,1,0,1,4
3183,1,1,0,1,0,1,0,3
3060,1,1,0,0,1,0,1,30
901,0,0,1,1,1,1,0,1
3688,1,1,1,1,0,1,0,28
358,0,0,0,1,0,1,1,28
430,0,0,0,1,1,1,0,10
3617,1,1,1,1,0,0,0,17
3477,1,1,1,0,0,1,1,27
290,0,0,0,1,0,0,1,20
902,0,0,1,1,1,1,0,2
603,0,0,1,0,1,0,0,3
3788,1,1,1,1,1,1,0,8
1291,0,1,0,1,0,1,1,1
3115,1,1,0,0,1,1,1,25
2290,1,0,0,1,1,0,0,10
2702,1,0,1,1,0,1,0,2
1147,0,1,0,0,1,1,0,7
1359,0,1,0,1,1,0,1,9
436,0,0,0,1,1,1,0,16
2934,1,1,0,0,0,0,1,24
3144,1,1,0,1,0,0,0,24
3357,1,1,0,1,1,1,1,27
1720,0,1,1,1,0,0,1,10
3606,1,1,1,1,0,0,0,6
3085,1,1,0,0,1,1,0,25
3570,1,1,1,0,1,1,0,30
398,0,0,0,1,1,0,1,8
3323,1,1,0,1,1,1,0,23
43,0,0,0,0,0,0,1,13
1046,0,1,0,0,0,1,0,26
978,0,1,0,0,0,0,0,18
3560,1,1,1,0,1,1,0,20
2603,1,0,1,0,1,1,0,23
3551,1,1,1,0,1,1,0,11
642,0,0,1,0,1,0,1,12
1979,1,0,0,0,0,0,1,29
2001,1,0,0,0,0,1,0,21
3327,1,1,0,1,1,1,0,27
291,0,0,0,1,0,0,1,21
2894,1,1,0,0,0,0,0,14
1021,0,1,0,0,0,1,0,1
2383,1,0,0,1,1,1,1,13
2840,1,0,1,1,1,1,0,20
897,0,0,1,1,1,0,1,27
3123,1,1,0,1,0,0,0,3
441,0,0,0,1,1,1,0,21
3559,1,1,1,0,1,1,0,19
2875,1,0,1,1,1,1,1,25
1167,0,1,0,0,1,1,0,27
206,0,0,0,0,1,1,0,26
2443,1,0,1,0,0,0,1,13
347,0,0,0,1,0,1,1,17
1317,0,1,0,1,0,1,1,27
1124,0,1,0,0,1,0,1,14
677,0,0,1,0,1,1,0,17
2650,1,0,1,1,0,0,0,10
1927,1,0,0,0,0,0,0,7
3131,1,1,0,1,0,0,0,11
3689,1,1,1,1,0,1,0,29
820,0,0,1,1,0,1,1,10
2936,1,1,0,0,0,0,1,26
734,0,0,1,1,0,0,0,14
2450,1,0,1,0,0,0,1,20
3250,1,1,0,1,1,0,0,10
2460,1,0,1,0,0,0,1,30
3783,1,1,1,1,1,1,0,3
2479,1,0,1,0,0,1,0,19
2528,1,0,1,0,1,0,0,8
211,0,0,0,0,1,1,1,1
1110,0,1,0,0,1,0,0,30
1875,0,1,1,1,1,1,0,15
1125,0,1,0,0,1,0,1,15
397,0,0,0,1,1,0,1,7
3547,1,1,1,0,1,1,0,7
1521,0,1,1,0,0,1,0,21
806,0,0,1,1,0,1,0,26
618,0,0,1,0,1,0,0,18
694,0,0,1,0,1,1,1,4
2475,1,0,1,0,0,1,0,15
3344,1,1,0,1,1,1,1,14
2609,1,0,1,0,1,1,0,29
3777,1,1,1,1,1,0,1,27
3652,1,1,1,1,0,0,1,22
731,0,0,1,1,0,0,0,11
576,0,0,1,0,0,1,1,6
1937,1,0,0,0,0,0,0,17
1513,0,1,1,0,0,1,0,13
2802,1,0,1,1,1,0,1,12
2431,1,0,1,0,0,0,1,1
759,0,0,1,1,0,0,1,9
2366,1,0,0,1,1,1,0,26
1398,0,1,0,1,1,1,0,18
465,0,0,0,1,1,1,1,15
3647,1,1,1,1,0,0,1,17
1096,0,1,0,0,1,0,0,16
579,0,0,1,0,0,1,1,9
2080,1,0,0,0,1,0,1,10
3104,1,1,0,0,1,1,1,14
3158,1,1,0,1,0,0,1,8
2194,1,0,0,1,0,0,1,4
724,0,0,1,1,0,0,0,4
1759,0,1,1,1,0,1,0,19
2419,1,0,1,0,0,0,0,19
2395,1,0,0,1,1,1,1,25
346,0,0,0,1,0,1,1,16
3400,1,1,1,0,0,0,1,10
617,0,0,1,0,1,0,0,17
1026,0,1,0,0,0,1,0,6
230,0,0,0,0,1,1,1,20
1373,0,1,0,1,1,0,1,23
262,0,0,0,1,0,0,0,22
1740,0,1,1,1,0,0,1,30
1396,0,1,0,1,1,1,0,16
1200,0,1,0,0,1,1,1,30
699,0,0,1,0,1,1,1,9
543,0,0,1,0,0,1,0,3
596,0,0,1,0,0,1,1,26
227,0,0,0,0,1,1,1,17
3515,1,1,1,0,1,0,1,5
354,0,0,0,1,0,1,1,24
2656,1,0,1,1,0,0,0,16
2539,1,0,1,0,1,0,0,19
744,0,0,1,1,0,0,0,24
391,0,0,0,1,1,0,1,1
3479,1,1,1,0,0,1,1,29
3251,1,1,0,1,1,0,0,11
2382,1,0,0,1,1,1,1,12
640,0,0,1,0,1,0,1,10
2173,1,0,0,1,0,0,0,13
1506,0,1,1,0,0,1,0,6
478,0,0,0,1,1,1,1,28
2816,1,0,1,1,1,0,1,26
1202,0,1,0,1,0,0,0,2
550,0,0,1,0,0,1,0,10
628,0,0,1,0,1,0,0,28
1575,0,1,1,0,1,0,0,15
1255,0,1,0,1,0,0,1,25
3813,1,1,1,1,1,1,1,3
1089,0,1,0,0,1,0,0,9
3800,1,1,1,1,1,1,0,20
522,0,0,1,0,0,0,1,12
2256,1,0,0,1,0,1,1,6
2203,1,0,0,1,0,0,1,13
1588,0,1,1,0,1,0,0,28
3009,1,1,0,0,1,0,0,9
2142,1,0,0,0,1,1,1,12
2953,1,1,0,0,0,1,0,13
588,0,0,1,0,0,1,1,18
2817,1,0,1,1,1,0,1,27
768,0,0,1,1,0,0,1,18
3768,1,1,1,1,1,0,1,18
1866,0,1,1,1,1,1,0,6
2274,1,0,0,1,0,1,1,24
3133,1,1,0,1,0,0,0,13
1182,0,1,0,0,1,1,1,12
3094,1,1,0,0,1,1,1,4
3773,1,1,1,1,1,0,1,23
1641,0,1,1,0,1,1,0,21
1650,0,1,1,0,1,1,0,30
999,0,1,0,0,0,0,1,9
526,0,0,1,0,0,0,1,16
2315,1,0,0,1,1,0,1,5
3303,1,1,0,1,1,1,0,3
3326,1,1,0,1,1,1,0,26
3586,1,1,1,0,1,1,1,16
2415,1,0,1,0,0,0,0,15
1614,0,1,1,0,1,0,1,24
3489,1,1,1,0,1,0,0,9
1591,0,1,1,0,1,0,1,1
2904,1,1,0,0,0,0,0,24
1833,0,1,1,1,1,0,1,3
3256,1,1,0,1,1,0,0,16
2387,1,0,0,1,1,1,1,17
2312,1,0,0,1,1,0,1,2
348,0,0,0,1,0,1,1,18
3037,1,1,0,0,1,0,1,7
2093,1,0,0,0,1,0,1,23
3366,1,1,1,0,0,0,0,6
2751,1,0,1,1,0,1,1,21
2185,1,0,0,1,0,0,0,25
2990,1,1,0,0,0,1,1,20
2285,1,0,0,1,1,0,0,5
1154,0,1,0,0,1,1,0,14
209,0,0,0,0,1,1,0,29
1385,0,1,0,1,1,1,0,5
1141,0,1,0,0,1,1,0,1
1690,0,1,1,1,0,0,0,10
2332,1,0,0,1,1,0,1,22
1221,0,1,0,1,0,0,0,21
2298,1,0,0,1,1,0,0,18
1499,0,1,1,0,0,0,1,29
748,0,0,1,1,0,0,0,28
3787,1,1,1,1,1,1,0,7
3342,1,1,0,1,1,1,1,12
1037,0,1,0,0,0,1,0,17
2193,1,0,0,1,0,0,1,3
1621,0,1,1,0,1,1,0,1
3678,1,1,1,1,0,1,0,18
2445,1,0,1,0,0,0,1,15
2690,1,0,1,1,0,0,1,20
40,0,0,0,0,0,0,1,10
3738,1,1,1,1,1,0,0,18
2036,1,0,0,0,0,1,1,26
1453,0,1,1,0,0,0,0,13
1108,0,1,0,0,1,0,0,28
2275,1,0,0,1,0,1,1,25
3394,1,1,1,0,0,0,1,4
660,0,0,1,0,1,0,1,30
3475,1,1,1,0,0,1,1,25
3361,1,1,1,0,0,0,0,1
2141,1,0,0,0,1,1,1,11
3135,1,1,0,1,0,0,0,15
2814,1,0,1,1,1,0,1,24
821,0,0,1,1,0,1,1,11
1287,0,1,0,1,0,1,0,27
2137,1,0,0,0,1,1,1,7
757,0,0,1,1,0,0,1,7
3397,1,1,1,0,0,0,1,7
1682,0,1,1,1,0,0,0,2
521,0,0,1,0,0,0,1,11
1870,0,1,1,1,1,1,0,10
383,0,0,0,1,1,0,0,23
2544,1,0,1,0,1,0,0,24
2623,1,0,1,0,1,1,1,13
3459,1,1,1,0,0,1,1,9
950,0,0,1,1,1,1,1,20
3061,1,1,0,0,1,1,0,1
3714,1,1,1,1,0,1,1,24
2676,1,0,1,1,0,0,1,6
2730,1,0,1,1,0,1,0,30
1856,0,1,1,1,1,0,1,26
2053,1,0,0,0,1,0,0,13
3103,1,1,0,0,1,1,1,13
55,0,0,0,0,0,0,1,25
3150,1,1,0,1,0,0,0,30
386,0,0,0,1,1,0,0,26
1350,0,1,0,1,1,0,0,30
2243,1,0,0,1,0,1,0,23
1160,0,1,0,0,1,1,0,20
1778,0,1,1,1,0,1,1,8
1223,0,1,0,1,0,0,0,23
2381,1,0,0,1,1,1,1,11
1799,0,1,1,1,0,1,1,29
1969,1,0,0,0,0,0,1,19
1496,0,1,1,0,0,0,1,26
1733,0,1,1,1,0,0,1,23
819,0,0,1,1,0,1,1,9
622,0,0,1,0,1,0,0,22
494,0,0,1,0,0,0,0,14
936,0,0,1,1,1,1,1,6
2720,1,0,1,1,0,1,0,20
736,0,0,1,1,0,0,0,16
3224,1,1,0,1,0,1,1,14
983,0,1,0,0,0,0,0,23
2872,1,0,1,1,1,1,1,22
783,0,0,1,1,0,1,0,3
3120,1,1,0,0,1,1,1,30
3033,1,1,0,0,1,0,1,3
625,0,0,1,0,1,0,0,25
2605,1,0,1,0,1,1,0,25
29,0,0,0,0,0,0,0,29
3111,1,1,0,0,1,1,1,21
6,0,0,0,0,0,0,0,6
857,0,0,1,1,1,0,0,17
153,0,0,0,0,1,0,1,3
3538,1,1,1,0,1,0,1,28
2669,1,0,1,1,0,0,0,29
856,0,0,1,1,1,0,0,16
2420,1,0,1,0,0,0,0,20
990,0,1,0,0,0,0,0,30
2907,1,1,0,0,0,0,0,27
1896,0,1,1,1,1,1,1,6
2694,1,0,1,1,0,0,1,24
2258,1,0,0,1,0,1,1,8
2792,1,0,1,1,1,0,1,2
2884,1,1,0,0,0,0,0,4
925,0,0,1,1,1,1,0,25
2318,1,0,0,1,1,0,1,8
3156,1,1,0,1,0,0,1,6
1142,0,1,0,0,1,1,0,2
1914,0,1,1,1,1,1,1,24
2011,1,0,0,0,0,1,1,1
2201,1,0,0,1,0,0,1,11
2455,1,0,1,0,0,0,1,25
1481,0,1,1,0,0,0,1,11
2845,1,0,1,1,1,1,0,25
1808,0,1,1,1,1,0,0,8
2856,1,0,1,1,1,1,1,6
1190,0,1,0,0,1,1,1,20
3575,1,1,1,0,1,1,1,5
3828,1,1,1,1,1,1,1,18
2347,1,0,0,1,1,1,0,7
2125,1,0,0,0,1,1,0,25
3594,1,1,1,0,1,1,1,24
3283,1,1,0,1,1,0,1,13
450,0,0,0,1,1,1,0,30
784,0,0,1,1,0,1,0,4
1615,0,1,1,0,1,0,1,25
1802,0,1,1,1,1,0,0,2
1653,0,1,1,0,1,1,1,3
296,0,0,0,1,0,0,1,26
473,0,0,0,1,1,1,1,23
3658,1,1,1,1,0,0,1,28
1307,0,1,0,1,0,1,1,17
2520,1,0,1,0,0,1,1,30
184,0,0,0,0,1,1,0,4
923,0,0,1,1,1,1,0,23
3040,1,1,0,0,1,0,1,10
3027,1,1,0,0,1,0,0,27
1792,0,1,1,1,0,1,1,22
2427,1,0,1,0,0,0,0,27
1712,0,1,1,1,0,0,1,2
1546,0,1,1,0,0,1,1,16
104,0,0,0,0,0,1,1,14
2949,1,1,0,0,0,1,0,9
2008,1,0,0,0,0,1,0,28
3286,1,1,0,1,1,0,1,16
1326,0,1,0,1,1,0,0,6
785,0,0,1,1,0,1,0,5
366,0,0,0,1,1,0,0,6
1709,0,1,1,1,0,0,0,29
1815,0,1,1,1,1,0,0,15
910,0,0,1,1,1,1,0,10
2164,1,0,0,1,0,0,0,4
3553,1,1,1,0,1,1,0,13
3637,1,1,1,1,0,0,1,7
1012,0,1,0,0,0,0,1,22
427,0,0,0,1,1,1,0,7
2348,1,0,0,1,1,1,0,8
1138,0,1,0,0,1,0,1,28
1867,0,1,1,1,1,1,0,7
2359,1,0,0,1,1,1,0,19
2901,1,1,0,0,0,0,0,21
890,0,0,1,1,1,0,1,20
3761,1,1,1,1,1,0,1,11
1099,0,1,0,0,1,0,0,19
3756,1,1,1,1,1,0,1,6
1702,0,1,1,1,0,0,0,22
2161,1,0,0,1,0,0,0,1
3151,1,1,0,1,0,0,1,1
3600,1,1,1,0,1,1,1,30
3786,1,1,1,1,1,1,0,6
2897,1,1,0,0,0,0,0,17
840,0,0,1,1,0,1,1,30
1715,0,1,1,1,0,0,1,5
3116,1,1,0,0,1,1,1,26
