run_id,L1_heat_tracking,L2_rolling_window,L3_linear_decay,L4_pipelining_metrics,L5_window_inference,L6_decay_inference,L7_adaptive_heartrate,replicate
263,0,0,0,1,0,0,0,23
2170,1,0,0,1,0,0,0,10
3440,1,1,1,0,0,1,0,20
652,0,0,1,0,1,0,1,22
1530,0,1,1,0,0,1,0,30
2563,1,0,1,0,1,0,1,13
2457,1,0,1,0,0,0,1,27
1402,0,1,0,1,1,1,0,22
838,0,0,1,1,0,1,1,28
3306,1,1,0,1,1,1,0,6
749,0,0,1,1,0,0,0,29
138,0,0,0,0,1,0,0,18
1245,0,1,0,1,0,0,1,15
2240,1,0,0,1,0,1,0,20
2167,1,0,0,1,0,0,0,7
3601,1,1,1,1,0,0,0,1
2126,1,0,0,0,1,1,0,26
99,0,0,0,0,0,1,1,9
2166,1,0,0,1,0,0,0,6
2313,1,0,0,1,1,0,1,3
1006,0,1,0,0,0,0,1,16
322,0,0,0,1,0,1,0,22
782,0,0,1,1,0,1,0,2
2019,1,0,0,0,0,1,1,9
1390,0,1,0,1,1,1,0,10
878,0,0,1,1,1,0,1,8
1885,0,1,1,1,1,1,0,25
1559,0,1,1,0,0,1,1,29
197,0,0,0,0,1,1,0,17
2942,1,1,0,0,0,1,0,2
2707,1,0,1,1,0,1,0,7
2239,1,0,0,1,0,1,0,19
2985,1,1,0,0,0,1,1,15
1948,1,0,0,0,0,0,0,28
1079,0,1,0,0,0,1,1,29
938,0,0,1,1,1,1,1,8
2148,1,0,0,0,1,1,1,18
2545,1,0,1,0,1,0,0,25
2491,1,0,1,0,0,1,1,1
2793,1,0,1,1,1,0,1,3
475,0,0,0,1,1,1,1,25
3428,1,1,1,0,0,1,0,8
3814,1,1,1,1,1,1,1,4
801,0,0,1,1,0,1,0,21
551,0,0,1,0,0,1,0,11
1301,0,1,0,1,0,1,1,11
2552,1,0,1,0,1,0,1,2
94,0,0,0,0,0,1,1,4
3012,1,1,0,0,1,0,0,12
3776,1,1,1,1,1,0,1,26
3747,1,1,1,1,1,0,0,27
3452,1,1,1,0,0,1,1,2
2753,1,0,1,1,0,1,1,23
1394,0,1,0,1,1,1,0,14
2954,1,1,0,0,0,1,0,14
1492,0,1,1,0,0,0,1,22
995,0,1,0,0,0,0,1,5
2775,1,0,1,1,1,0,0,15
472,0,0,0,1,1,1,1,22
2044,1,0,0,0,1,0,0,4
552,0,0,1,0,0,1,0,12
880,0,0,1,1,1,0,1,10
365,0,0,0,1,1,0,0,5
739,0,0,1,1,0,0,0,19
2574,1,0,1,0,1,0,1,24
519,0,0,1,0,0,0,1,9
2826,1,0,1,1,1,1,0,6
3448,1,1,1,0,0,1,0,28
3421,1,1,1,0,0,1,0,1
119,0,0,0,0,0,1,1,29
2946,1,1,0,0,0,1,0,6
146,0,0,0,0,1,0,0,26
3779,1,1,1,1,1,0,1,29
2599,1,0,1,0,1,1,0,19
2966,1,1,0,0,0,1,0,26
1886,0,1,1,1,1,1,0,26
3338,1,1,0,1,1,1,1,8
61,0,0,0,0,0,1,0,1
3405,1,1,1,0,0,0,1,15
665,0,0,1,0,1,1,0,5
2903,1,1,0,0,0,0,0,23
3015,1,1,0,0,1,0,0,15
2749,1,0,1,1,0,1,1,19
328,0,0,0,1,0,1,0,28
3468,1,1,1,0,0,1,1,18
1813,0,1,1,1,1,0,0,13
979,0,1,0,0,0,0,0,19
1766,0,1,1,1,0,1,0,26
2745,1,0,1,1,0,1,1,15
3769,1,1,1,1,1,0,1,19
1781,0,1,1,1,0,1,1,11
63,0,0,0,0,0,1,0,3
502,0,0,1,0,0,0,0,22
3433,1,1,1,0,0,1,0,13
1724,0,1,1,1,0,0,1,14
3762,1,1,1,1,1,0,1,12
1950,1,0,0,0,0,0,0,30
1625,0,1,1,0,1,1,0,5
583,0,0,1,0,0,1,1,13
3242,1,1,0,1,1,0,0,2
1992,1,0,0,0,0,1,0,12
1478,0,1,1,0,0,0,1,8
141,0,0,0,0,1,0,0,21
1198,0,1,0,0,1,1,1,28
2622,1,0,1,0,1,1,1,12
3170,1,1,0,1,0,0,1,20
1098,0,1,0,0,1,0,0,18
3063,1,1,0,0,1,1,0,3
2975,1,1,0,0,0,1,1,5
377,0,0,0,1,1,0,0,17
2841,1,0,1,1,1,1,0,21
2577,1,0,1,0,1,0,1,27
1072,0,1,0,0,0,1,1,22
1924,1,0,0,0,0,0,0,4
38,0,0,0,0,0,0,1,8
1348,0,1,0,1,1,0,0,28
1993,1,0,0,0,0,1,0,13
1675,0,1,1,0,1,1,1,25
2505,1,0,1,0,0,1,1,15
1401,0,1,0,1,1,1,0,21
2881,1,1,0,0,0,0,0,1
882,0,0,1,1,1,0,1,12
2798,1,0,1,1,1,0,1,8
1771,0,1,1,1,0,1,1,1
2974,1,1,0,0,0,1,1,4
240,0,0,0,0,1,1,1,30
1158,0,1,0,0,1,1,0,18
3201,1,1,0,1,0,1,0,21
3197,1,1,0,1,0,1,0,17
3815,1,1,1,1,1,1,1,5
1999,1,0,0,0,0,1,0,19
2551,1,0,1,0,1,0,1,1
2289,1,0,0,1,1,0,0,9
1431,0,1,0,1,1,1,1,21
2930,1,1,0,0,0,0,1,20
3407,1,1,1,0,0,0,1,17
3599,1,1,1,0,1,1,1,29
2307,1,0,0,1,1,0,0,27
985,0,1,0,0,0,0,0,25
3561,1,1,1,0,1,1,0,21
1059,0,1,0,0,0,1,1,9
3181,1,1,0,1,0,1,0,1
308,0,0,0,1,0,1,0,8
1996,1,0,0,0,0,1,0,16
2821,1,0,1,1,1,1,0,1
1471,0,1,1,0,0,0,1,1
384,0,0,0,1,1,0,0,24
3052,1,1,0,0,1,0,1,22
944,0,0,1,1,1,1,1,14
2734,1,0,1,1,0,1,1,4
2778,1,0,1,1,1,0,0,18
2276,1,0,0,1,0,1,1,26
654,0,0,1,0,1,0,1,24
2993,1,1,0,0,0,1,1,23
684,0,0,1,0,1,1,0,24
2113,1,0,0,0,1,1,0,13
1659,0,1,1,0,1,1,1,9
190,0,0,0,0,1,1,0,10
495,0,0,1,0,0,0,0,15
3228,1,1,0,1,0,1,1,18
2434,1,0,1,0,0,0,1,4
3355,1,1,0,1,1,1,1,25
1762,0,1,1,1,0,1,0,22
3512,1,1,1,0,1,0,1,2
3276,1,1,0,1,1,0,1,6
817,0,0,1,1,0,1,1,7
54,0,0,0,0,0,0,1,24
3271,1,1,0,1,1,0,1,1
2725,1,0,1,1,0,1,0,25
355,0,0,0,1,0,1,1,25
3812,1,1,1,1,1,1,1,2
3550,1,1,1,0,1,1,0,10
2876,1,0,1,1,1,1,1,26
1511,0,1,1,0,0,1,0,11
777,0,0,1,1,0,0,1,27
2495,1,0,1,0,0,1,1,5
2338,1,0,0,1,1,0,1,28
674,0,0,1,0,1,1,0,14
2906,1,1,0,0,0,0,0,26
1658,0,1,1,0,1,1,1,8
449,0,0,0,1,1,1,0,29
1678,0,1,1,0,1,1,1,28
438,0,0,0,1,1,1,0,18
1451,0,1,1,0,0,0,0,11
928,0,0,1,1,1,1,0,28
536,0,0,1,0,0,0,1,26
1159,0,1,0,0,1,1,0,19
1820,0,1,1,1,1,0,0,20
2388,1,0,0,1,1,1,1,18
965,0,1,0,0,0,0,0,5
3107,1,1,0,0,1,1,1,17
2351,1,0,0,1,1,1,0,11
2614,1,0,1,0,1,1,1,4
664,0,0,1,0,1,1,0,4
1552,0,1,1,0,0,1,1,22
1618,0,1,1,0,1,0,1,28
3445,1,1,1,0,0,1,0,25
3117,1,1,0,0,1,1,1,27
1952,1,0,0,0,0,0,1,2
2214,1,0,0,1,0,0,1,24
558,0,0,1,0,0,1,0,18
3571,1,1,1,0,1,1,1,1
1497,0,1,1,0,0,0,1,27
210,0,0,0,0,1,1,0,30
191,0,0,0,0,1,1,0,11
309,0,0,0,1,0,1,0,9
3290,1,1,0,1,1,0,1,20
452,0,0,0,1,1,1,1,2
174,0,0,0,0,1,0,1,24
3802,1,1,1,1,1,1,0,22
3282,1,1,0,1,1,0,1,12
3677,1,1,1,1,0,1,0,17
2372,1,0,0,1,1,1,1,2
1689,0,1,1,1,0,0,0,9
2002,1,0,0,0,0,1,0,22
2043,1,0,0,0,1,0,0,3
3193,1,1,0,1,0,1,0,13
1232,0,1,0,1,0,0,1,2
2438,1,0,1,0,0,0,1,8
3105,1,1,0,0,1,1,1,15
2566,1,0,1,0,1,0,1,16
715,0,0,1,0,1,1,1,25
1265,0,1,0,1,0,1,0,5
1573,0,1,1,0,1,0,0,13
3168,1,1,0,1,0,0,1,18
499,0,0,1,0,0,0,0,19
2017,1,0,0,0,0,1,1,7
3636,1,1,1,1,0,0,1,6
367,0,0,0,1,1,0,0,7
2931,1,1,0,0,0,0,1,21
3043,1,1,0,0,1,0,1,13
2768,1,0,1,1,1,0,0,8
3744,1,1,1,1,1,0,0,24
2639,1,0,1,0,1,1,1,29
2515,1,0,1,0,0,1,1,25
2644,1,0,1,1,0,0,0,4
3626,1,1,1,1,0,0,0,26
2657,1,0,1,1,0,0,0,17
1088,0,1,0,0,1,0,0,8
185,0,0,0,0,1,1,0,5
3230,1,1,0,1,0,1,1,20
2145,1,0,0,0,1,1,1,15
3665,1,1,1,1,0,1,0,5
442,0,0,0,1,1,1,0,22
3552,1,1,1,0,1,1,0,12
1986,1,0,0,0,0,1,0,6
3372,1,1,1,0,0,0,0,12
2519,1,0,1,0,0,1,1,29
3155,1,1,0,1,0,0,1,5
3165,1,1,0,1,0,0,1,15
3602,1,1,1,1,0,0,0,2
2986,1,1,0,0,0,1,1,16
1529,0,1,1,0,0,1,0,29
972,0,1,0,0,0,0,0,12
1177,0,1,0,0,1,1,1,7
331,0,0,0,1,0,1,1,1
697,0,0,1,0,1,1,1,7
2892,1,1,0,0,0,0,0,12
1267,0,1,0,1,0,1,0,7
2862,1,0,1,1,1,1,1,12
3770,1,1,1,1,1,0,1,20
2888,1,1,0,0,0,0,0,8
2659,1,0,1,1,0,0,0,19
2769,1,0,1,1,1,0,0,9
1305,0,1,0,1,0,1,1,15
760,0,0,1,1,0,0,1,10
3596,1,1,1,0,1,1,1,26
3113,1,1,0,0,1,1,1,23
3589,1,1,1,0,1,1,1,19
1662,0,1,1,0,1,1,1,12
3708,1,1,1,1,0,1,1,18
1854,0,1,1,1,1,0,1,24
2866,1,0,1,1,1,1,1,16
1576,0,1,1,0,1,0,0,16
3480,1,1,1,0,0,1,1,30
1282,0,1,0,1,0,1,0,22
3543,1,1,1,0,1,1,0,3
446,0,0,0,1,1,1,0,26
1500,0,1,1,0,0,0,1,30
2329,1,0,0,1,1,0,1,19
2278,1,0,0,1,0,1,1,28
3289,1,1,0,1,1,0,1,19
1273,0,1,0,1,0,1,0,13
3434,1,1,1,0,0,1,0,14
2971,1,1,0,0,0,1,1,1
2050,1,0,0,0,1,0,0,10
332,0,0,0,1,0,1,1,2
154,0,0,0,0,1,0,1,4
1312,0,1,0,1,0,1,1,22
3330,1,1,0,1,1,1,0,30
2928,1,1,0,0,0,0,1,18
1028,0,1,0,0,0,1,0,8
2717,1,0,1,1,0,1,0,17
1459,0,1,1,0,0,0,0,19
2511,1,0,1,0,0,1,1,21
60,0,0,0,0,0,0,1,30
3791,1,1,1,1,1,1,0,11
2927,1,1,0,0,0,0,1,17
45,0,0,0,0,0,0,1,15
2081,1,0,0,0,1,0,1,11
3309,1,1,0,1,1,1,0,9
2771,1,0,1,1,1,0,0,11
3817,1,1,1,1,1,1,1,7
1351,0,1,0,1,1,0,1,1
3632,1,1,1,1,0,0,1,2
3050,1,1,0,0,1,0,1,20
1640,0,1,1,0,1,1,0,20
2854,1,0,1,1,1,1,1,4
1364,0,1,0,1,1,0,1,14
900,0,0,1,1,1,0,1,30
1509,0,1,1,0,0,1,0,9
264,0,0,0,1,0,0,0,24
569,0,0,1,0,0,1,0,29
2999,1,1,0,0,0,1,1,29
1432,0,1,0,1,1,1,1,22
1140,0,1,0,0,1,0,1,30
135,0,0,0,0,1,0,0,15
3823,1,1,1,1,1,1,1,13
1755,0,1,1,1,0,1,0,15
648,0,0,1,0,1,0,1,18
2674,1,0,1,1,0,0,1,4
2759,1,0,1,1,0,1,1,29
58,0,0,0,0,0,0,1,28
3715,1,1,1,1,0,1,1,25
1934,1,0,0,0,0,0,0,14
17,0,0,0,0,0,0,0,17
2205,1,0,0,1,0,0,1,15
56,0,0,0,0,0,0,1,26
3572,1,1,1,0,1,1,1,2
381,0,0,0,1,1,0,0,21
1538,0,1,1,0,0,1,1,8
1336,0,1,0,1,1,0,0,16
3530,1,1,1,0,1,0,1,20
2799,1,0,1,1,1,0,1,9
1809,0,1,1,1,1,0,0,9
270,0,0,0,1,0,0,0,30
19,0,0,0,0,0,0,0,19
3190,1,1,0,1,0,1,0,10
3838,1,1,1,1,1,1,1,28
3646,1,1,1,1,0,0,1,16
145,0,0,0,0,1,0,0,25
493,0,0,1,0,0,0,0,13
2209,1,0,0,1,0,0,1,19
2647,1,0,1,1,0,0,0,7
92,0,0,0,0,0,1,1,2
2386,1,0,0,1,1,1,1,16
1550,0,1,1,0,0,1,1,20
1824,0,1,1,1,1,0,0,24
179,0,0,0,0,1,0,1,29
872,0,0,1,1,1,0,1,2
126,0,0,0,0,1,0,0,6
679,0,0,1,0,1,1,0,19
3420,1,1,1,0,0,0,1,30
2959,1,1,0,0,0,1,0,19
725,0,0,1,1,0,0,0,5
1114,0,1,0,0,1,0,1,4
287,0,0,0,1,0,0,1,17
1704,0,1,1,1,0,0,0,24
1035,0,1,0,0,0,1,0,15
3435,1,1,1,0,0,1,0,15
2610,1,0,1,0,1,1,0,30
2770,1,0,1,1,1,0,0,10
3065,1,1,0,0,1,1,0,5
329,0,0,0,1,0,1,0,29
2335,1,0,0,1,1,0,1,25
1384,0,1,0,1,1,1,0,4
1600,0,1,1,0,1,0,1,10
3406,1,1,1,0,0,0,1,16
1339,0,1,0,1,1,0,0,19
2029,1,0,0,0,0,1,1,19
2245,1,0,0,1,0,1,0,25
458,0,0,0,1,1,1,1,8
59,0,0,0,0,0,0,1,29
2774,1,0,1,1,1,0,0,14
3455,1,1,1,0,0,1,1,5
2494,1,0,1,0,0,1,1,4
1090,0,1,0,0,1,0,0,10
1773,0,1,1,1,0,1,1,3
3818,1,1,1,1,1,1,1,8
1254,0,1,0,1,0,0,1,24
2446,1,0,1,0,0,0,1,16
870,0,0,1,1,1,0,0,30
1668,0,1,1,0,1,1,1,18
2967,1,1,0,0,0,1,0,27
909,0,0,1,1,1,1,0,9
3555,1,1,1,0,1,1,0,15
3739,1,1,1,1,1,0,0,19
1889,0,1,1,1,1,1,0,29
2218,1,0,0,1,0,0,1,28
1736,0,1,1,1,0,0,1,26
116,0,0,0,0,0,1,1,26
1642,0,1,1,0,1,1,0,22
2156,1,0,0,0,1,1,1,26
3691,1,1,1,1,0,1,1,1
3118,1,1,0,0,1,1,1,28
1622,0,1,1,0,1,1,0,2
1599,0,1,1,0,1,0,1,9
3413,1,1,1,0,0,0,1,23
1526,0,1,1,0,0,1,0,26
770,0,0,1,1,0,0,1,20
639,0,0,1,0,1,0,1,9
496,0,0,1,0,0,0,0,16
96,0,0,0,0,0,1,1,6
2982,1,1,0,0,0,1,1,12
1932,1,0,0,0,0,0,0,12
2923,1,1,0,0,0,0,1,13
527,0,0,1,0,0,0,1,17
2684,1,0,1,1,0,0,1,14
3014,1,1,0,0,1,0,0,14
3488,1,1,1,0,1,0,0,8
3046,1,1,0,0,1,0,1,16
1290,0,1,0,1,0,1,0,30
1810,0,1,1,1,1,0,0,10
3175,1,1,0,1,0,0,1,25
2891,1,1,0,0,0,0,0,11
2859,1,0,1,1,1,1,1,9
127,0,0,0,0,1,0,0,7
149,0,0,0,0,1,0,0,29
2361,1,0,0,1,1,1,0,21
460,0,0,0,1,1,1,1,10
3494,1,1,1,0,1,0,0,14
2701,1,0,1,1,0,1,0,1
1564,0,1,1,0,1,0,0,4
72,0,0,0,0,0,1,0,12
3490,1,1,1,0,1,0,0,10
259,0,0,0,1,0,0,0,19
3710,1,1,1,1,0,1,1,20
2031,1,0,0,0,0,1,1,21
1199,0,1,0,0,1,1,1,29
2580,1,0,1,0,1,0,1,30
2005,1,0,0,0,0,1,0,25
2077,1,0,0,0,1,0,1,7
1071,0,1,0,0,0,1,1,21
1839,0,1,1,1,1,0,1,9
2262,1,0,0,1,0,1,1,12
3439,1,1,1,0,0,1,0,19
2587,1,0,1,0,1,1,0,7
2269,1,0,0,1,0,1,1,19
3264,1,1,0,1,1,0,0,24
70,0,0,0,0,0,1,0,10
3002,1,1,0,0,1,0,0,2
1624,0,1,1,0,1,1,0,4
305,0,0,0,1,0,1,0,5
3239,1,1,0,1,0,1,1,29
590,0,0,1,0,0,1,1,20
2344,1,0,0,1,1,1,0,4
1058,0,1,0,0,0,1,1,8
1947,1,0,0,0,0,0,0,27
2224,1,0,0,1,0,1,0,4
3423,1,1,1,0,0,1,0,3
2510,1,0,1,0,0,1,1,20
1210,0,1,0,1,0,0,0,10
390,0,0,0,1,1,0,0,30
1696,0,1,1,1,0,0,0,16
2281,1,0,0,1,1,0,0,1
3310,1,1,0,1,1,1,0,10
406,0,0,0,1,1,0,1,16
3375,1,1,1,0,0,0,0,15
544,0,0,1,0,0,1,0,4
800,0,0,1,1,0,1,0,20
2654,1,0,1,1,0,0,0,14
2453,1,0,1,0,0,0,1,23
1742,0,1,1,1,0,1,0,2
297,0,0,0,1,0,0,1,27
310,0,0,0,1,0,1,0,10
3402,1,1,1,0,0,0,1,12
2871,1,0,1,1,1,1,1,21
700,0,0,1,0,1,1,1,10
2996,1,1,0,0,0,1,1,26
2402,1,0,1,0,0,0,0,2
1673,0,1,1,0,1,1,1,23
541,0,0,1,0,0,1,0,1
3716,1,1,1,1,0,1,1,26
2818,1,0,1,1,1,0,1,28
2082,1,0,0,0,1,0,1,12
279,0,0,0,1,0,0,1,9
1561,0,1,1,0,1,0,0,1
2869,1,0,1,1,1,1,1,19
2212,1,0,0,1,0,0,1,22
2208,1,0,0,1,0,0,1,18
1732,0,1,1,1,0,0,1,22
1043,0,1,0,0,0,1,0,23
1447,0,1,1,0,0,0,0,7
689,0,0,1,0,1,1,0,29
2666,1,0,1,1,0,0,0,26
2864,1,0,1,1,1,1,1,14
1446,0,1,1,0,0,0,0,6
2309,1,0,0,1,1,0,0,29
2527,1,0,1,0,1,0,0,7
905,0,0,1,1,1,1,0,5
3801,1,1,1,1,1,1,0,21
3485,1,1,1,0,1,0,0,5
285,0,0,0,1,0,0,1,15
515,0,0,1,0,0,0,1,5
2908,1,1,0,0,0,0,0,28
2441,1,0,1,0,0,0,1,11
514,0,0,1,0,0,0,1,4
518,0,0,1,0,0,0,1,8
3682,1,1,1,1,0,1,0,22
922,0,0,1,1,1,1,0,22
726,0,0,1,1,0,0,0,6
2408,1,0,1,0,0,0,0,8
2557,1,0,1,0,1,0,1,7
1962,1,0,0,0,0,0,1,12
3126,1,1,0,1,0,0,0,6
1562,0,1,1,0,1,0,0,2
22,0,0,0,0,0,0,0,22
3277,1,1,0,1,1,0,1,7
1737,0,1,1,1,0,0,1,27
1818,0,1,1,1,1,0,0,18
876,0,0,1,1,1,0,1,6
1091,0,1,0,0,1,0,0,11
2342,1,0,0,1,1,1,0,2
1796,0,1,1,1,0,1,1,26
2678,1,0,1,1,0,0,1,8
170,0,0,0,0,1,0,1,20
2740,1,0,1,1,0,1,1,10
1902,0,1,1,1,1,1,1,12
1207,0,1,0,1,0,0,0,7
2057,1,0,0,0,1,0,0,17
1665,0,1,1,0,1,1,1,15
1954,1,0,0,0,0,0,1,4
140,0,0,0,0,1,0,0,20
3404,1,1,1,0,0,0,1,14
3804,1,1,1,1,1,1,0,24
1785,0,1,1,1,0,1,1,15
1349,0,1,0,1,1,0,0,29
1945,1,0,0,0,0,0,0,25
1514,0,1,1,0,0,1,0,14
2600,1,0,1,0,1,1,0,20
3039,1,1,0,0,1,0,1,9
2833,1,0,1,1,1,1,0,13
1377,0,1,0,1,1,0,1,27
1835,0,1,1,1,1,0,1,5
1436,0,1,0,1,1,1,1,26
2509,1,0,1,0,0,1,1,19
155,0,0,0,0,1,0,1,5
2095,1,0,0,0,1,0,1,25
1475,0,1,1,0,0,0,1,5
306,0,0,0,1,0,1,0,6
1664,0,1,1,0,1,1,1,14
1407,0,1,0,1,1,1,0,27
1545,0,1,1,0,0,1,1,15
1630,0,1,1,0,1,1,0,10
1420,0,1,0,1,1,1,1,10
1797,0,1,1,1,0,1,1,27
1014,0,1,0,0,0,0,1,24
396,0,0,0,1,1,0,1,6
1227,0,1,0,1,0,0,0,27
3315,1,1,0,1,1,1,0,15
1411,0,1,0,1,1,1,1,1
1303,0,1,0,1,0,1,1,13
1069,0,1,0,0,0,1,1,19
2521,1,0,1,0,1,0,0,1
1648,0,1,1,0,1,1,0,28
3557,1,1,1,0,1,1,0,17
1537,0,1,1,0,0,1,1,7
112,0,0,0,0,0,1,1,22
1846,0,1,1,1,1,0,1,16
2718,1,0,1,1,0,1,0,18
2138,1,0,0,0,1,1,1,8
3187,1,1,0,1,0,1,0,7
2114,1,0,0,0,1,1,0,14
1183,0,1,0,0,1,1,1,13
439,0,0,0,1,1,1,0,19
2695,1,0,1,1,0,0,1,25
2265,1,0,0,1,0,1,1,15
3836,1,1,1,1,1,1,1,26
1180,0,1,0,0,1,1,1,10
637,0,0,1,0,1,0,1,7
2497,1,0,1,0,0,1,1,7
2827,1,0,1,1,1,1,0,7
2248,1,0,0,1,0,1,0,28
685,0,0,1,0,1,1,0,25
3320,1,1,0,1,1,1,0,20
3011,1,1,0,0,1,0,0,11
1540,0,1,1,0,0,1,1,10
1008,0,1,0,0,0,0,1,18
123,0,0,0,0,1,0,0,3
847,0,0,1,1,1,0,0,7
853,0,0,1,1,1,0,0,13
1960,1,0,0,0,0,0,1,10
3090,1,1,0,0,1,1,0,30
2336,1,0,0,1,1,0,1,26
1757,0,1,1,1,0,1,0,17
2708,1,0,1,1,0,1,0,8
1465,0,1,1,0,0,0,0,25
3108,1,1,0,0,1,1,1,18
2723,1,0,1,1,0,1,0,23
3497,1,1,1,0,1,0,0,17
231,0,0,0,0,1,1,1,21
1587,0,1,1,0,1,0,0,27
773,0,0,1,1,0,0,1,23
1480,0,1,1,0,0,0,1,10
1002,0,1,0,0,0,0,1,12
3493,1,1,1,0,1,0,0,13
606,0,0,1,0,1,0,0,6
3272,1,1,0,1,1,0,1,2
2279,1,0,0,1,0,1,1,29
920,0,0,1,1,1,1,0,20
3152,1,1,0,1,0,0,1,2
2397,1,0,0,1,1,1,1,27
1821,0,1,1,1,1,0,0,21
3261,1,1,0,1,1,0,0,21
1153,0,1,0,0,1,1,0,13
1911,0,1,1,1,1,1,1,21
2242,1,0,0,1,0,1,0,22
2791,1,0,1,1,1,0,1,1
2371,1,0,0,1,1,1,1,1
1864,0,1,1,1,1,1,0,4
2857,1,0,1,1,1,1,1,7
2558,1,0,1,0,1,0,1,8
327,0,0,0,1,0,1,0,27
538,0,0,1,0,0,0,1,28
1027,0,1,0,0,0,1,0,7
615,0,0,1,0,1,0,0,15
2134,1,0,0,0,1,1,1,4
2795,1,0,1,1,1,0,1,5
2896,1,1,0,0,0,0,0,16
2089,1,0,0,0,1,0,1,19
2021,1,0,0,0,0,1,1,11
1434,0,1,0,1,1,1,1,24
27,0,0,0,0,0,0,0,27
1382,0,1,0,1,1,1,0,2
66,0,0,0,0,0,1,0,6
3811,1,1,1,1,1,1,1,1
3712,1,1,1,1,0,1,1,22
1912,0,1,1,1,1,1,1,22
557,0,0,1,0,0,1,0,17
2581,1,0,1,0,1,1,0,1
1306,0,1,0,1,0,1,1,16
1262,0,1,0,1,0,1,0,2
476,0,0,0,1,1,1,1,26
2171,1,0,0,1,0,0,0,11
2462,1,0,1,0,0,1,0,2
1672,0,1,1,0,1,1,1,22
387,0,0,0,1,1,0,0,27
3010,1,1,0,0,1,0,0,10
3223,1,1,0,1,0,1,1,13
3200,1,1,0,1,0,1,0,20
1378,0,1,0,1,1,0,1,28
584,0,0,1,0,0,1,1,14
2626,1,0,1,0,1,1,1,16
1337,0,1,0,1,1,0,0,17
723,0,0,1,1,0,0,0,3
848,0,0,1,1,1,0,0,8
795,0,0,1,1,0,1,0,15
2668,1,0,1,1,0,0,0,28
3797,1,1,1,1,1,1,0,17
1666,0,1,1,0,1,1,1,16
2365,1,0,0,1,1,1,0,25
1413,0,1,0,1,1,1,1,3
2554,1,0,1,0,1,0,1,4
110,0,0,0,0,0,1,1,20
1572,0,1,1,0,1,0,0,12
3562,1,1,1,0,1,1,0,22
3084,1,1,0,0,1,1,0,24
3737,1,1,1,1,1,0,0,17
3620,1,1,1,1,0,0,0,20
2937,1,1,0,0,0,0,1,27
1269,0,1,0,1,0,1,0,9
117,0,0,0,0,0,1,1,27
2257,1,0,0,1,0,1,1,7
2832,1,0,1,1,1,1,0,12
2061,1,0,0,0,1,0,0,21
1946,1,0,0,0,0,0,0,26
632,0,0,1,0,1,0,1,2
2693,1,0,1,1,0,0,1,23
673,0,0,1,0,1,1,0,13
1094,0,1,0,0,1,0,0,14
2461,1,0,1,0,0,1,0,1
159,0,0,0,0,1,0,1,9
2512,1,0,1,0,0,1,1,22
1610,0,1,1,0,1,0,1,20
2186,1,0,0,1,0,0,0,26
2051,1,0,0,0,1,0,0,11
3210,1,1,0,1,0,1,0,30
2328,1,0,0,1,1,0,1,18
3496,1,1,1,0,1,0,0,16
3650,1,1,1,1,0,0,1,20
3502,1,1,1,0,1,0,0,22
3432,1,1,1,0,0,1,0,12
2468,1,0,1,0,0,1,0,8
2890,1,1,0,0,0,0,0,10
172,0,0,0,0,1,0,1,22
513,0,0,1,0,0,0,1,3
3196,1,1,0,1,0,1,0,16
2800,1,0,1,1,1,0,1,10
2898,1,1,0,0,0,0,0,18
722,0,0,1,1,0,0,0,2
3248,1,1,0,1,1,0,0,8
1284,0,1,0,1,0,1,0,24
861,0,0,1,1,1,0,0,21
236,0,0,0,0,1,1,1,26
217,0,0,0,0,1,1,1,7
852,0,0,1,1,1,0,0,12
302,0,0,0,1,0,1,0,2
614,0,0,1,0,1,0,0,14
3676,1,1,1,1,0,1,0,16
2596,1,0,1,0,1,1,0,16
344,0,0,0,1,0,1,1,14
591,0,0,1,0,0,1,1,21
827,0,0,1,1,0,1,1,17
1184,0,1,0,0,1,1,1,14
2355,1,0,0,1,1,1,0,15
2703,1,0,1,1,0,1,0,3
1803,0,1,1,1,1,0,0,3
3351,1,1,0,1,1,1,1,21
3671,1,1,1,1,0,1,0,11
2172,1,0,0,1,0,0,0,12
2887,1,1,0,0,0,0,0,7
1100,0,1,0,0,1,0,0,20
841,0,0,1,1,1,0,0,1
178,0,0,0,0,1,0,1,28
769,0,0,1,1,0,0,1,19
3167,1,1,0,1,0,0,1,17
1598,0,1,1,0,1,0,1,8
2097,1,0,0,0,1,0,1,27
1188,0,1,0,0,1,1,1,18
809,0,0,1,1,0,1,0,29
517,0,0,1,0,0,0,1,7
2724,1,0,1,1,0,1,0,24
3076,1,1,0,0,1,1,0,16
323,0,0,0,1,0,1,0,23
2777,1,0,1,1,1,0,0,17
2575,1,0,1,0,1,0,1,25
1448,0,1,1,0,0,0,0,8
814,0,0,1,1,0,1,1,4
3772,1,1,1,1,1,0,1,22
594,0,0,1,0,0,1,1,24
3209,1,1,0,1,0,1,0,29
1707,0,1,1,1,0,0,0,27
1417,0,1,0,1,1,1,1,7
907,0,0,1,1,1,1,0,7
2088,1,0,0,0,1,0,1,18
3706,1,1,1,1,0,1,1,16
1850,0,1,1,1,1,0,1,20
3444,1,1,1,0,0,1,0,24
3608,1,1,1,1,0,0,0,8
1577,0,1,1,0,1,0,0,17
895,0,0,1,1,1,0,1,25
1628,0,1,1,0,1,1,0,8
