"arch","n_ticks","elapsed_s","mean_exec_delta","sd_exec_delta","mean_hot_words","mean_heat","max_heat","mean_win","mean_trust","mean_variance"
"amd64",52444,0.52444,255.923327740066,2.47147099621434,70.4593471131111,0.929201583041814,1.86036682128906,260.147452520784,0.99720213238848,0.00573537769947542
"aarch64",52444,0.52444,255.923327740066,2.47147099621434,45.6942643581725,1.02890881138402,9.3048095703125,260.147452520784,1,0
"riscv64",52443,0.52443,255.923326278054,2.47149453727488,45.1647884369697,0.637877253548831,9.30596923828125,260.147531605743,1,0
