tick_number,elapsed_ns,tick_interval_ns,cache_hits_delta,bucket_hits_delta,word_executions_delta,hot_word_count,avg_word_heat,window_width,prefetch_hits_delta,jitter_ns,l8_mode,K_approx,K_deviation
0,429110,0,0,0,0,0,0.000000,1024,0,0,0,1.000000,0.000000
1,50065782,49636672,1477,1929,84501,0,0.000000,1024,72044,48636672,0,1.000000,0.000000
2,51140153,1074371,0,0,1930,0,0.000000,1024,1706,74371,0,1.000000,0.000000
3,52203623,1063470,0,0,1910,0,0.000000,1024,1686,63470,0,1.000000,0.000000
4,53263956,1060333,0,0,1841,0,0.000000,1024,1628,60333,0,1.000000,0.000000
5,54324185,1060229,0,0,1768,0,0.000000,1024,1604,60229,4,1.000000,0.000000
6,55382175,1057990,0,0,1833,0,0.000000,1024,1650,57990,4,1.000000,0.000000
7,56438444,1056269,0,0,1829,0,0.000000,1024,1605,56269,4,1.000000,0.000000
8,57494386,1055942,0,0,1827,0,0.000000,1024,1603,55942,4,1.000000,0.000000
9,58581289,1086903,0,0,1956,0,0.000000,1024,1751,86903,4,1.000000,0.000000
10,59669216,1087927,0,0,1965,0,0.000000,1024,1759,87927,4,1.000000,0.000000
11,60750393,1081177,0,0,1745,0,0.000000,1024,1585,81177,4,1.000000,0.000000
12,61793824,1043431,0,0,1778,0,0.000000,1024,1565,43431,4,1.000000,0.000000
13,62851858,1058034,0,0,1787,0,0.000000,1024,1564,58034,4,1.000000,0.000000
14,63908489,1056631,0,0,1831,0,0.000000,1024,1654,56631,4,1.000000,0.000000
15,64964322,1055833,0,0,1828,0,0.000000,1024,1652,55833,4,1.000000,0.000000
16,66020971,1056649,0,0,1829,0,0.000000,1024,1621,56649,4,1.000000,0.000000
17,67077386,1056415,0,0,1830,0,0.000000,1024,1606,56415,4,1.000000,0.000000
18,68133544,1056158,0,0,1828,0,0.000000,1024,1628,56158,4,1.000000,0.000000
19,69191143,1057599,0,0,1752,0,0.000000,1024,1591,57599,4,1.000000,0.000000
20,70248150,1057007,0,0,1828,0,0.000000,1024,1629,57007,4,1.000000,0.000000
21,71314675,1066525,0,0,1844,0,0.000000,1024,1620,66525,4,1.000000,0.000000
22,72371229,1056554,0,0,1829,0,0.000000,1024,1618,56554,4,1.000000,0.000000
23,73427062,1055833,0,0,1831,0,0.000000,1024,1654,55833,4,1.000000,0.000000
24,74479801,1052739,0,0,1777,0,0.000000,1024,1605,52739,4,1.000000,0.000000
