tick_number,elapsed_ns,tick_interval_ns,cache_hits_delta,bucket_hits_delta,word_executions_delta,hot_word_count,avg_word_heat,window_width,prefetch_hits_delta,jitter_ns,l8_mode,K_approx,K_deviation
0,449355,0,0,0,0,0,0.000000,32769,0,0,0,1.000000,0.000000
1,50016265,49566910,1477,1929,82489,0,0.000000,32769,70256,48566910,0,1.000000,0.000000
2,51089246,1072981,0,0,1707,0,0.000000,32769,1483,72981,0,1.000000,0.000000
3,52147998,1058752,0,0,1684,0,0.000000,32769,1509,58752,0,1.000000,0.000000
4,53205637,1057639,0,0,1674,0,0.000000,32769,1513,57639,0,1.000000,0.000000
5,54294959,1089322,0,0,1837,0,0.000000,32769,1613,89322,4,1.000000,0.000000
6,55386510,1091551,0,0,1851,0,0.000000,32769,1632,91551,4,1.000000,0.000000
7,56447267,1060757,0,0,1627,0,0.000000,32769,1491,60757,4,1.000000,0.000000
8,57534500,1087233,0,0,1965,0,0.000000,32769,1760,87233,4,1.000000,0.000000
9,58547417,1012917,0,0,1841,0,0.000000,32769,1616,12917,4,1.000000,0.000000
10,59580044,1032627,0,0,1895,0,0.000000,32769,1672,32627,4,1.000000,0.000000
11,60661402,1081358,0,0,1974,0,0.000000,32769,1750,81358,4,1.000000,0.000000
12,61723940,1062538,0,0,1937,0,0.000000,32769,1731,62538,4,1.000000,0.000000
13,62786377,1062437,0,0,1930,0,0.000000,32769,1731,62437,4,1.000000,0.000000
14,63848839,1062462,0,0,1921,0,0.000000,32769,1727,62462,4,1.000000,0.000000
15,64907713,1058874,0,0,1843,0,0.000000,32769,1658,58874,4,1.000000,0.000000
16,65966962,1059249,0,0,1792,0,0.000000,32769,1567,59249,4,1.000000,0.000000
17,67029817,1062855,0,0,1724,0,0.000000,32769,1528,62855,4,1.000000,0.000000
18,68089105,1059288,0,0,1680,0,0.000000,32769,1532,59288,4,1.000000,0.000000
19,69146179,1057074,0,0,1678,0,0.000000,32769,1463,57074,4,1.000000,0.000000
20,70202574,1056395,0,0,1772,0,0.000000,32769,1577,56395,4,1.000000,0.000000
21,71272221,1069647,0,0,1757,0,0.000000,32769,1595,69647,4,1.000000,0.000000
22,72334576,1062355,0,0,1590,0,0.000000,32769,1387,62355,4,1.000000,0.000000
23,73393159,1058583,0,0,1762,0,0.000000,32769,1573,58583,4,1.000000,0.000000
24,74450900,1057741,0,0,1698,0,0.000000,32769,1547,57741,4,1.000000,0.000000
25,75507659,1056759,0,0,1811,0,0.000000,32769,1591,56759,4,1.000000,0.000000
26,76545189,1037530,0,0,1793,0,0.000000,32769,1570,37530,4,1.000000,0.000000
27,77601341,1056152,0,0,1838,0,0.000000,32769,1659,56152,4,1.000000,0.000000
28,78659138,1057797,0,0,1823,0,0.000000,32769,1648,57797,4,1.000000,0.000000
29,79715683,1056545,0,0,1840,0,0.000000,32769,1633,56545,4,1.000000,0.000000
30,80771606,1055923,0,0,1838,0,0.000000,32769,1614,55923,4,1.000000,0.000000
31,81836426,1064820,0,0,1852,0,0.000000,32769,1643,64820,4,1.000000,0.000000
32,82892583,1056157,0,0,1828,0,0.000000,32769,1652,56157,4,1.000000,0.000000
33,83948345,1055762,0,0,1760,0,0.000000,32769,1585,55762,4,1.000000,0.000000
34,85005768,1057423,0,0,1833,0,0.000000,32769,1609,57423,4,1.000000,0.000000
35,86064131,1058363,0,0,1762,0,0.000000,32769,1555,58363,4,1.000000,0.000000
36,87123300,1059169,0,0,1712,0,0.000000,32769,1559,59169,4,1.000000,0.000000
37,88180455,1057155,0,0,1762,0,0.000000,32769,1562,57155,4,1.000000,0.000000
38,89237638,1057183,0,0,1734,0,0.000000,32769,1513,57183,4,1.000000,0.000000
39,90295771,1058133,0,0,1784,0,0.000000,32769,1617,58133,4,1.000000,0.000000
40,91352972,1057201,0,0,1830,0,0.000000,32769,1652,57201,4,1.000000,0.000000
41,92419004,1066032,0,0,1845,0,0.000000,32769,1627,66032,4,1.000000,0.000000
42,93474978,1055974,0,0,1837,0,0.000000,32769,1613,55974,4,1.000000,0.000000
43,94530705,1055727,0,0,1837,0,0.000000,32769,1641,55727,4,1.000000,0.000000
44,95544340,1013635,0,0,1761,0,0.000000,32769,1598,13635,4,1.000000,0.000000
45,96600372,1056032,0,0,1839,0,0.000000,32769,1638,56032,4,1.000000,0.000000
