tick_number,elapsed_ns,tick_interval_ns,cache_hits_delta,bucket_hits_delta,word_executions_delta,hot_word_count,avg_word_heat,window_width,prefetch_hits_delta,jitter_ns,l8_mode,K_approx,K_deviation
0,472587,0,0,0,0,0,0.000000,2048,0,0,0,1.000000,0.000000
1,49958381,49485794,1477,1929,85263,0,0.000000,2048,72694,48485794,0,1.000000,0.000000
2,51028083,1069702,0,0,1852,0,0.000000,2048,1636,69702,0,1.000000,0.000000
3,52089091,1061008,0,0,1787,0,0.000000,2048,1619,61008,0,1.000000,0.000000
4,53177350,1088259,0,0,1955,0,0.000000,2048,1751,88259,0,1.000000,0.000000
5,54271270,1093920,0,0,1950,0,0.000000,2048,1747,93920,4,1.000000,0.000000
6,55360005,1088735,0,0,1978,0,0.000000,2048,1761,88735,4,1.000000,0.000000
7,56406335,1046330,0,0,1907,0,0.000000,2048,1683,46330,4,1.000000,0.000000
8,57468766,1062431,0,0,1935,0,0.000000,2048,1711,62431,4,1.000000,0.000000
9,58531185,1062419,0,0,1930,0,0.000000,2048,1706,62419,4,1.000000,0.000000
10,59593727,1062542,0,0,1924,0,0.000000,2048,1718,62542,4,1.000000,0.000000
11,60669747,1076020,0,0,1884,0,0.000000,2048,1695,76020,4,1.000000,0.000000
12,61732029,1062282,0,0,1898,0,0.000000,2048,1708,62282,4,1.000000,0.000000
13,62796005,1063976,0,0,1612,0,0.000000,2048,1413,63976,4,1.000000,0.000000
14,63858065,1062060,0,0,1720,0,0.000000,2048,1531,62060,4,1.000000,0.000000
15,64916530,1058465,0,0,1755,0,0.000000,2048,1593,58465,4,1.000000,0.000000
16,65977957,1061427,0,0,1648,0,0.000000,2048,1439,61427,4,1.000000,0.000000
17,67036517,1058560,0,0,1834,0,0.000000,2048,1625,58560,4,1.000000,0.000000
18,68092619,1056102,0,0,1832,0,0.000000,2048,1655,56102,4,1.000000,0.000000
19,69148573,1055954,0,0,1833,0,0.000000,2048,1654,55954,4,1.000000,0.000000
20,70204953,1056380,0,0,1823,0,0.000000,2048,1604,56380,4,1.000000,0.000000
21,71276674,1071721,0,0,1860,0,0.000000,2048,1636,71721,4,1.000000,0.000000
22,72333712,1057038,0,0,1836,0,0.000000,2048,1641,57038,4,1.000000,0.000000
23,73372082,1038370,0,0,1723,0,0.000000,2048,1568,38370,4,1.000000,0.000000
24,74429187,1057105,0,0,1821,0,0.000000,2048,1611,57105,4,1.000000,0.000000
25,75487631,1058444,0,0,1828,0,0.000000,2048,1604,58444,4,1.000000,0.000000
26,76545263,1057632,0,0,1818,0,0.000000,2048,1624,57632,4,1.000000,0.000000
27,77602289,1057026,0,0,1794,0,0.000000,2048,1625,57026,4,1.000000,0.000000
28,78659809,1057520,0,0,1810,0,0.000000,2048,1613,57520,4,1.000000,0.000000
29,79716418,1056609,0,0,1823,0,0.000000,2048,1599,56609,4,1.000000,0.000000
30,80772377,1055959,0,0,1827,0,0.000000,2048,1622,55959,4,1.000000,0.000000
31,81836711,1064334,0,0,1841,0,0.000000,2048,1662,64334,4,1.000000,0.000000
32,82892488,1055777,0,0,1833,0,0.000000,2048,1654,55777,4,1.000000,0.000000
33,83948164,1055676,0,0,1833,0,0.000000,2048,1612,55676,4,1.000000,0.000000
