tick_number,elapsed_ns,tick_interval_ns,cache_hits_delta,bucket_hits_delta,word_executions_delta,hot_word_count,avg_word_heat,window_width,prefetch_hits_delta,jitter_ns,l8_mode,K_approx,K_deviation
0,540739,0,0,0,0,0,0.000000,6144,0,0,0,1.000000,0.000000
1,50041743,49501004,1477,1929,64681,0,0.000000,6144,54352,48501004,0,1.000000,0.000000
2,51118096,1076353,0,0,1450,0,0.000000,6144,1321,76353,0,1.000000,0.000000
3,52177905,1059809,0,0,1450,0,0.000000,6144,1251,59809,0,1.000000,0.000000
4,53236100,1058195,0,0,1450,0,0.000000,6144,1330,58195,0,1.000000,0.000000
5,54296227,1060127,0,0,1455,0,0.000000,6144,1275,60127,4,1.000000,0.000000
6,55354957,1058730,0,0,1438,0,0.000000,6144,1282,58730,4,1.000000,0.000000
7,56413559,1058602,0,0,1443,0,0.000000,6144,1306,58602,4,1.000000,0.000000
8,57472656,1059097,0,0,1456,0,0.000000,6144,1257,59097,4,1.000000,0.000000
9,58530536,1057880,0,0,1460,0,0.000000,6144,1348,57880,4,1.000000,0.000000
10,59588958,1058422,0,0,1460,0,0.000000,6144,1268,58422,4,1.000000,0.000000
11,60672168,1083210,0,0,1451,0,0.000000,6144,1307,83210,4,1.000000,0.000000
12,61731435,1059267,0,0,1456,0,0.000000,6144,1301,59267,4,1.000000,0.000000
13,62789386,1057951,0,0,1460,0,0.000000,6144,1279,57951,4,1.000000,0.000000
14,63846911,1057525,0,0,1459,0,0.000000,6144,1337,57525,4,1.000000,0.000000
15,64905165,1058254,0,0,1421,0,0.000000,6144,1228,58254,4,1.000000,0.000000
16,65963473,1058308,0,0,1461,0,0.000000,6144,1328,58308,4,1.000000,0.000000
17,67023317,1059844,0,0,1434,0,0.000000,6144,1271,59844,4,1.000000,0.000000
18,68039288,1015971,0,0,1395,0,0.000000,6144,1222,15971,4,1.000000,0.000000
19,69097360,1058072,0,0,1434,0,0.000000,6144,1322,58072,4,1.000000,0.000000
20,70155550,1058190,0,0,1464,0,0.000000,6144,1263,58190,4,1.000000,0.000000
21,71262119,1106569,0,0,1445,0,0.000000,6144,1310,106569,4,1.000000,0.000000
22,72323651,1061532,0,0,1445,0,0.000000,6144,1285,61532,4,1.000000,0.000000
23,73382318,1058667,0,0,1455,0,0.000000,6144,1279,58667,4,1.000000,0.000000
24,74439879,1057561,0,0,1455,0,0.000000,6144,1330,57561,4,1.000000,0.000000
25,75496979,1057100,0,0,1458,0,0.000000,6144,1258,57100,4,1.000000,0.000000
26,76554476,1057497,0,0,1459,0,0.000000,6144,1336,57497,4,1.000000,0.000000
27,77612312,1057836,0,0,1450,0,0.000000,6144,1271,57836,4,1.000000,0.000000
28,78670378,1058066,0,0,1434,0,0.000000,6144,1277,58066,4,1.000000,0.000000
29,79728604,1058226,0,0,1455,0,0.000000,6144,1318,58226,4,1.000000,0.000000
30,80786060,1057456,0,0,1457,0,0.000000,6144,1258,57456,4,1.000000,0.000000
31,81858041,1071981,0,0,1440,0,0.000000,6144,1328,71981,4,1.000000,0.000000
32,82917164,1059123,0,0,1455,0,0.000000,6144,1267,59123,4,1.000000,0.000000
33,83975172,1058008,0,0,1460,0,0.000000,6144,1312,58008,4,1.000000,0.000000
34,85035351,1060179,0,0,1451,0,0.000000,6144,1300,60179,4,1.000000,0.000000
35,86092573,1057222,0,0,1452,0,0.000000,6144,1267,57222,4,1.000000,0.000000
36,87149512,1056939,0,0,1451,0,0.000000,6144,1338,56939,4,1.000000,0.000000
37,88208182,1058670,0,0,1445,0,0.000000,6144,1246,58670,4,1.000000,0.000000
38,89266556,1058374,0,0,1457,0,0.000000,6144,1321,58374,4,1.000000,0.000000
39,90324379,1057823,0,0,1363,0,0.000000,6144,1218,57823,4,1.000000,0.000000
40,91382389,1058010,0,0,1456,0,0.000000,6144,1265,58010,4,1.000000,0.000000
41,92451773,1069384,0,0,1445,0,0.000000,6144,1333,69384,4,1.000000,0.000000
42,93509521,1057748,0,0,1459,0,0.000000,6144,1262,57748,4,1.000000,0.000000
43,94567928,1058407,0,0,1446,0,0.000000,6144,1307,58407,4,1.000000,0.000000
44,95625835,1057907,0,0,1458,0,0.000000,6144,1299,57907,4,1.000000,0.000000
45,96682985,1057150,0,0,1458,0,0.000000,6144,1281,57150,4,1.000000,0.000000
46,97740728,1057743,0,0,1457,0,0.000000,6144,1332,57743,4,1.000000,0.000000
47,98798857,1058129,0,0,1451,0,0.000000,6144,1252,58129,4,1.000000,0.000000
48,99857061,1058204,0,0,1459,0,0.000000,6144,1334,58204,4,1.000000,0.000000
49,100937455,1080394,0,0,1458,0,0.000000,6144,1281,80394,4,1.000000,0.000000
50,102052420,1114965,0,0,1436,0,0.000000,6144,1278,114965,4,1.000000,0.000000
51,103139546,1087126,0,0,1493,0,0.000000,6144,1347,87126,4,1.000000,0.000000
52,104222013,1082467,0,0,1510,0,0.000000,6144,1320,82467,4,1.000000,0.000000
53,105282416,1060403,0,0,1481,0,0.000000,6144,1355,60403,4,1.000000,0.000000
54,106348040,1065624,0,0,1469,0,0.000000,6144,1266,65624,4,1.000000,0.000000
55,107442384,1094344,0,0,1513,0,0.000000,6144,1394,94344,4,1.000000,0.000000
56,108503570,1061186,0,0,1469,0,0.000000,6144,1273,61186,4,1.000000,0.000000
57,109566600,1063030,0,0,1481,0,0.000000,6144,1341,63030,4,1.000000,0.000000
58,110651582,1084982,0,0,1514,0,0.000000,6144,1335,84982,4,1.000000,0.000000
59,111711984,1060402,0,0,1479,0,0.000000,6144,1322,60402,4,1.000000,0.000000
60,112772165,1060181,0,0,1466,0,0.000000,6144,1317,60181,4,1.000000,0.000000
61,113892513,1120348,0,0,1559,0,0.000000,6144,1372,120348,4,1.000000,0.000000
62,114956181,1063668,0,0,1483,0,0.000000,6144,1343,63668,4,1.000000,0.000000
63,116018445,1062264,0,0,1484,0,0.000000,6144,1288,62264,4,1.000000,0.000000
64,117057660,1039215,0,0,1426,0,0.000000,6144,1314,39215,4,1.000000,0.000000
65,118121707,1064047,0,0,1486,0,0.000000,6144,1287,64047,4,1.000000,0.000000
66,119184052,1062345,0,0,1480,0,0.000000,6144,1343,62345,4,1.000000,0.000000
67,120257074,1073022,0,0,1486,0,0.000000,6144,1310,73022,4,1.000000,0.000000
68,121318760,1061686,0,0,1463,0,0.000000,6144,1303,61686,4,1.000000,0.000000
69,122387321,1068561,0,0,1480,0,0.000000,6144,1335,68561,4,1.000000,0.000000
70,123447247,1059926,0,0,1479,0,0.000000,6144,1288,59926,4,1.000000,0.000000
71,124558501,1111254,0,0,1538,0,0.000000,6144,1406,111254,4,1.000000,0.000000
72,125627351,1068850,0,0,1302,0,0.000000,6144,1133,68850,4,1.000000,0.000000
73,126691115,1063764,0,0,1483,0,0.000000,6144,1336,63764,4,1.000000,0.000000
74,127752983,1061868,0,0,1482,0,0.000000,6144,1319,61868,4,1.000000,0.000000
75,128815156,1062173,0,0,1456,0,0.000000,6144,1283,62173,4,1.000000,0.000000
76,129879833,1064677,0,0,1484,0,0.000000,6144,1350,64677,4,1.000000,0.000000
77,130939415,1059582,0,0,1479,0,0.000000,6144,1277,59582,4,1.000000,0.000000
78,132006263,1066848,0,0,1440,0,0.000000,6144,1328,66848,4,1.000000,0.000000
79,133048108,1041845,0,0,1437,0,0.000000,6144,1252,41845,4,1.000000,0.000000
80,134109929,1061821,0,0,1471,0,0.000000,6144,1320,61821,4,1.000000,0.000000
81,135189131,1079202,0,0,1496,0,0.000000,6144,1337,79202,4,1.000000,0.000000
82,136262004,1072873,0,0,1493,0,0.000000,6144,1316,72873,4,1.000000,0.000000
83,137326028,1064024,0,0,1470,0,0.000000,6144,1335,64024,4,1.000000,0.000000
84,138390379,1064351,0,0,1472,0,0.000000,6144,1271,64351,4,1.000000,0.000000
85,139454080,1063701,0,0,1481,0,0.000000,6144,1369,63701,4,1.000000,0.000000
86,140516108,1062028,0,0,1396,0,0.000000,6144,1211,62028,4,1.000000,0.000000
87,141581322,1065214,0,0,1489,0,0.000000,6144,1338,65214,4,1.000000,0.000000
88,142642578,1061256,0,0,1478,0,0.000000,6144,1319,61256,4,1.000000,0.000000
89,143720174,1077596,0,0,1505,0,0.000000,6144,1328,77596,4,1.000000,0.000000
90,144780386,1060212,0,0,1480,0,0.000000,6144,1341,60212,4,1.000000,0.000000
91,145860449,1080063,0,0,1492,0,0.000000,6144,1295,80063,4,1.000000,0.000000
92,146927005,1066556,0,0,1489,0,0.000000,6144,1370,66556,4,1.000000,0.000000
93,147992537,1065532,0,0,1414,0,0.000000,6144,1223,65532,4,1.000000,0.000000
94,149048616,1056079,0,0,1429,0,0.000000,6144,1291,56079,4,1.000000,0.000000
95,150114697,1066081,0,0,1487,0,0.000000,6144,1325,66081,4,1.000000,0.000000
96,151181652,1066955,0,0,1492,0,0.000000,6144,1318,66955,4,1.000000,0.000000
97,152245674,1064022,0,0,1487,0,0.000000,6144,1346,64022,4,1.000000,0.000000
98,153308188,1062514,0,0,1479,0,0.000000,6144,1283,62514,4,1.000000,0.000000
99,154381480,1073292,0,0,1498,0,0.000000,6144,1379,73292,4,1.000000,0.000000
100,155441306,1059826,0,0,1467,0,0.000000,6144,1265,59826,4,1.000000,0.000000
101,156537567,1096261,0,0,1510,0,0.000000,6144,1384,96261,4,1.000000,0.000000
102,157600523,1062956,0,0,1481,0,0.000000,6144,1290,62956,4,1.000000,0.000000
103,158660688,1060165,0,0,1440,0,0.000000,6144,1295,60165,4,1.000000,0.000000
104,159737706,1077018,0,0,1488,0,0.000000,6144,1330,77018,4,1.000000,0.000000
105,160797615,1059909,0,0,1476,0,0.000000,6144,1298,59909,4,1.000000,0.000000
106,161933620,1136005,0,0,1578,0,0.000000,6144,1426,136005,4,1.000000,0.000000
107,162999696,1066076,0,0,1448,0,0.000000,6144,1264,66076,4,1.000000,0.000000
108,164043447,1043751,0,0,1449,0,0.000000,6144,1336,43751,4,1.000000,0.000000
